Species,NCBI Taxon ID,Order,Family,Genus,CE_clathrin,CE_receptor,CE_glycoproteins,other,finished
Mute swan feces associated sapelovirus 1,2832245,Picornavirales,Picornaviridae,Sapelovirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated sapelovirus 2,2832246,Picornavirales,Picornaviridae,Sapelovirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated sapelovirus 3,2832247,Picornavirales,Picornaviridae,Sapelovirus,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated toti-like virus 1,2832222,Ghabrivirales,Totiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated toti-like virus 2,2832223,Ghabrivirales,Totiviridae,,0.0,1.0,0.0,0.0,1.0
Mute swan feces associated toti-like virus 3,2832224,Ghabrivirales,Totiviridae,,0.0,1.0,0.0,0.0,1.0
Phasianus chaphamaparvovirus,2944714,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Orthoavulavirus sp.,2809629,Mononegavirales,Paramyxoviridae,Orthoavulavirus,0.0,0.0,1.0,0.0,1.0
Metaavulavirus sp.,2809562,Mononegavirales,Paramyxoviridae,Metaavulavirus,0.0,0.0,1.0,0.0,1.0
Picornavirales sp.,1955153,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Gyrovirus 3,2583049,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Finchpox virus,2940294,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Finch poxvirus,2928837,Chitovirales,Poxviridae,,0.0,1.0,0.0,0.0,1.0
Albatrosspox virus,2811222,Chitovirales,Poxviridae,,0.0,1.0,0.0,0.0,1.0
Duck adenovirus 4,2726020,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Dependoparvovirus sp.,2052559,Piccovirales,Parvoviridae,Dependoparvovirus,1.0,0.0,0.0,0.0,1.0
Orthoreovirus sp.,2558258,Reovirales,Spinareoviridae,Orthoreovirus,1.0,0.0,0.0,0.0,1.0
Rotavirus sp.,10970,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Anativirus sp.,2809150,Picornavirales,Picornaviridae,Anativirus,0.0,1.0,0.0,0.0,1.0
Aveparvovirus sp.,2715213,Piccovirales,Parvoviridae,Aveparvovirus,1.0,0.0,0.0,0.0,1.0
Caliciviridae sp.,1916234,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Huchismacovirus sp.,2809473,Cremevirales,Smacoviridae,Huchismacovirus,0.0,0.0,0.0,0.0,1.0
Sicinivirus sp.,1930506,Picornavirales,Picornaviridae,Sicinivirus,0.0,1.0,0.0,0.0,1.0
Orthoavulavirus koreaense,3051382,Mononegavirales,Paramyxoviridae,Orthoavulavirus,0.0,0.0,1.0,0.0,1.0
Metaavulavirus taiwanense,3051370,Mononegavirales,Paramyxoviridae,Metaavulavirus,0.0,0.0,1.0,0.0,1.0
Strix uralensis herpesvirus,2489503,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Aquila chrysaetos herpesvirus,2928392,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Falco tinnunculus herpesvirus,2928397,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Asio otus herpesvirus,2489501,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Strix aluco herpesvirus,2928400,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Larus argentatus herpesvirus,2928398,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Corvus cornix herpesvirus,2928395,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Corvus monedula herpesvirus,2928396,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Chloris chloris herpesvirus,2928394,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Passer domesticus herpesvirus,2928399,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Turdus merula herpesvirus,2717891,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Columba palumbus herpesvirus,2928402,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Pheasant-associated gyrovirus,2926920,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Little bittern circovirus,2922909,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
European bee-eater circovirus,2922908,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Avian picobirnavirus,2919602,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Psittacine chaphamaparvovirus 2,2917163,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Falcon aviadenovirus A,692069,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Morbillivirus canis,3052342,Mononegavirales,Paramyxoviridae,Morbillivirus,0.0,0.0,1.0,0.0,1.0
Ciconiid herpesvirus 1,2605648,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Tern atadenovirus 1,2913659,Rowavirales,Adenoviridae,Atadenovirus,0.0,0.0,1.0,0.0,1.0
Owl adenovirus,2853431,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Ghabrivirales sp.,2809433,Ghabrivirales,,,,,,,
Partitiviridae sp.,1955170,Durnavirales,Partitiviridae,,0.0,1.0,0.0,0.0,1.0
Durnavirales sp.,2809355,Durnavirales,,,,,,,
Hedwig virus,2884278,Bunyavirales,Peribunyaviridae,,0.0,1.0,0.0,0.0,1.0
Poicephalus senegalus papillomavirus,2876998,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
cormorant polyomavirus 1,2896467,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_259,2886397,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
robinz virus RP_493,2886398,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
robinz virus RP_526,2886399,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
robinz virus RP_584,2886400,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
robinz virus RP_620,2886401,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
robinz virus RP_736,2886402,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
robinz virus RP_954,2886403,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
robinz virus RP_1123,2886404,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
robinz virus RP_1124,2886405,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
robinz virus RP_1170,2886406,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
robinz virus RP_99,2886407,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_369,2886408,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_380,2886409,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_384,2886410,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_385,2886411,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_393,2886412,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_116,2886413,Geplafuvirales,Genomoviridae,Gemykibivirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_199,2886414,Geplafuvirales,Genomoviridae,Gemykibivirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_326,2886415,Geplafuvirales,Genomoviridae,Gemykibivirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_377,2886416,Geplafuvirales,Genomoviridae,Gemykibivirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_390,2886417,Geplafuvirales,Genomoviridae,Gemykroznavirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_212,2886418,,,,,,,,
robinz virus RP_258,2886419,,,,,,,,
robinz virus RP_382,2886420,,,,,,,,
robinz virus RP_389,2886421,,,,,,,,
robinz virus RP_244,2886422,,,,,,,,
robinz virus RP_327,2886423,,,,,,,,
robinz virus RP_334,2886424,,,,,,,,
robinz virus RP_340,2886425,,,,,,,,
robinz virus RP_386,2886430,Geplafuvirales,Genomoviridae,Gemykibivirus,0.0,1.0,0.0,0.0,1.0
robinz virus RP_404,2886426,,,,,,,,
robinz virus RP_428,2886427,,,,,,,,
robinz virus RP_429,2886428,,,,,,,,
robinz virus RP_513,2886429,,,,,,,,
Orthoflavivirus saumarezense,3048314,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Pin virus,2880959,,,,,,,,
Myna hepatovirus,2880957,Picornavirales,Picornaviridae,Hepatovirus,1.0,0.0,0.0,0.0,1.0
Myna chaphamaparvovirus,2880956,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Myna calicivirus,2880955,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Myna siadenovirus,2880958,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
Myna aviadenovirus,2880954,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Chicken proventriculitis-associated circular virus 7,2875666,,,,,,,,
Chicken proventriculitis-associated circular virus 8,2875667,,,,,,,,
Chicken proventriculitis-associated circular virus 9,2875668,,,,,,,,
Chicken proventriculitis-associated circular virus 10,2875663,,,,,,,,
Chicken proventriculitis-associated circular virus 11,2875664,,,,,,,,
Chicken proventriculitis-associated circular virus 12,2875665,,,,,,,,
egret CRESS-DNA virus,2878719,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
crane CRESS-DNA virus,2878718,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
finch CRESS-DNA virus,2878720,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Passer montanus pegivirus,2824657,Amarillovirales,Flaviviridae,Pegivirus,1.0,0.0,0.0,0.0,1.0
Leucosticte brandti pegivirus,2824655,Amarillovirales,Flaviviridae,Pegivirus,1.0,0.0,0.0,0.0,1.0
Montifringilla taczanowskii pegivirus,2824656,Amarillovirales,Flaviviridae,Pegivirus,1.0,0.0,0.0,0.0,1.0
Picobirnavirus sp.,1907787,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Chicken proventriculitis-associated circular virus 1,2875658,,,,,,,,
Chicken proventriculitis-associated circular virus 2,2875659,,,,,,,,
Chicken proventriculitis-associated circular virus 3,2875660,,,,,,,,
Chicken proventriculitis-associated circular virus 4,2875661,,,,,,,,
Chicken proventriculitis-associated circular virus 5,2875662,,,,,,,,
Chicken proventriculitis-associated circular virus 14,2875669,,,,,,,,
Chicken proventriculitis-associated circular virus 15,2875670,,,,,,,,
Chicken proventriculitis-associated circular virus 16,2875671,,,,,,,,
Chicken proventriculitis-associated circular virus 18,2875673,,,,,,,,
Chicken proventriculitis-associated circular virus 20,2875675,,,,,,,,
Chicken proventriculitis-associated circular virus 22,2875677,,,,,,,,
Chicken proventriculitis-associated circular virus 23,2875678,,,,,,,,
Chicken proventriculitis-associated circular virus 24,2875679,,,,,,,,
Chicken proventriculitis-associated circular virus 27,2875681,,,,,,,,
Chicken proventriculitis-associated circular virus 17,2875672,,,,,,,,
Chicken proventriculitis-associated circular virus 19,2875674,,,,,,,,
Chicken proventriculitis-associated circular virus 21,2875676,,,,,,,,
Chicken proventriculitis-associated circular virus 26,2875680,,,,,,,,
Chicken proventriculitis-associated circular virus 28,2875682,,,,,,,,
Chicken proventriculitis-associated circular virus 29,2875683,,,,,,,,
Chicken proventriculitis-associated circular virus 30,2875684,,,,,,,,
Nodaviridae sp.,1955166,Nodamuvirales,Nodaviridae,,0.0,1.0,0.0,0.0,1.0
Chuviridae sp.,2809007,Jingchuvirales,Chuviridae,,0.0,0.0,1.0,0.0,1.0
Totiviridae sp.,1955172,Ghabrivirales,Totiviridae,,0.0,1.0,0.0,0.0,1.0
Reoviridae sp.,2585267,Reovirales,,,0.0,1.0,0.0,0.0,1.0
Luteoviridae sp.,1955165,Tolivirales,,,,,,,
Sapelovirus sp.,2809836,Picornavirales,Picornaviridae,Sapelovirus,0.0,1.0,0.0,0.0,1.0
Tymoviridae sp. XZN137671,2836004,Tymovirales,Tymoviridae,,0.0,1.0,0.0,0.0,1.0
Tibet bird virus 2,2836149,,,,,,,,
Tibet bird virus 1,2836148,,,,,,,,
Guinea fowl picornavirus,2817032,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Tern adenovirus,2820437,Rowavirales,Adenoviridae,,0.0,0.0,1.0,0.0,1.0
Coronavirus HKU15,1965089,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Red-billed gull papillomavirus,2862952,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Picobirnaviridae sp. gcode 3,2857096,Durnavirales,Picobirnaviridae,,0.0,1.0,0.0,0.0,1.0
Anser fabalis coronavirus NCN2,2860474,Nidovirales,Coronaviridae,Gammacoronavirus,0.0,0.0,1.0,0.0,1.0
Avisivirus sp.,2809172,Picornavirales,Picornaviridae,Avisivirus,0.0,1.0,0.0,0.0,1.0
Bavovirus sp.,2809180,Picornavirales,Caliciviridae,Bavovirus,0.0,1.0,0.0,0.0,1.0
Shorebird deltacoronavirus,2776968,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Cataraqui virus,2776967,Reovirales,Spinareoviridae,Orthoreovirus,1.0,0.0,0.0,0.0,1.0
Waterwitch virus,2776963,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Whistler virus,2776964,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Maypo virus,2776959,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Neva virus,2776960,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Netherby virus,2776965,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Blencathra virus,2776961,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Carnarvon virus,2776962,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Duck coronavirus 2714,2734510,Nidovirales,Coronaviridae,Gammacoronavirus,0.0,0.0,1.0,0.0,1.0
Loch Leven virus,2776924,Picornavirales,Picornaviridae,Hepatovirus,1.0,0.0,0.0,0.0,1.0
British Admiral virus,2776966,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Bruthen virus,2776920,Bunyavirales,Phenuiviridae,Phlebovirus,0.0,0.0,1.0,0.0,1.0
Caudoviricetes sp.,2832643,,,,,,,,
Avulavirus sp.,2493083,Mononegavirales,Paramyxoviridae,,0.0,0.0,1.0,0.0,1.0
Avian bornavirus,675389,Mononegavirales,Bornaviridae,,0.0,0.0,1.0,0.0,1.0
Turdus naumanni parvoviridae sp.,2794525,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Psittacidae parvoviridae sp.,2794536,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Phylloscopus schwarzi parvoviridae sp.,2794533,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Cecropis daurica parvoviridae sp.,2794470,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Emberiza pusilla parvoviridae sp.,2794477,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Ciconia boyciana parvoviridae sp.,2794472,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Cyanopica cyanus parvoviridae sp.,2794473,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Dendrocopos leucotos parvoviridae sp.,2794475,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Emberiza chrysophrys parvoviridae sp.,2794476,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Ficedula mugimaki parvoviridae sp.,2794480,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Lophura nycthemera parvoviridae sp.,2794483,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Luscinia cyane parvoviridae sp.,2794513,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Luscinia sibilans parvoviridae sp.,2794516,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Phoenicurus auroreus parvoviridae sp.,2794531,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Phylloscopus fuscatus parvoviridae sp.,2794534,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Phylloscopus inornatus parvoviridae sp.,2794539,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Tarsiger cyanurus parvoviridae sp.,2794540,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Emberiza spodocephala parvoviridae sp.,2794481,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Lanius cristatus parvoviridae sp.,2794482,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Emberiza tristrami Genomoviridae sp.,2814951,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Fringilla montifringilla Genomoviridae sp.,2814960,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Goose pegivirus 1,2830620,Amarillovirales,Flaviviridae,Pegivirus,1.0,0.0,0.0,0.0,1.0
Goose pegivirus 2,2830621,Amarillovirales,Flaviviridae,Pegivirus,1.0,0.0,0.0,0.0,1.0
Enquatrovirus sp.,2821802,,Schitoviridae,Enquatrovirus,0.0,0.0,0.0,1.0,1.0
Phoenicopteridae parvo-like hybrid virus,2794528,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Pavo cristatus parvo-like hybrid virus,2794523,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Grus japonensis parvoviridae sp.,2794512,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Phylloscopus proregulus Ichthamaparvovirus,2794550,Piccovirales,Parvoviridae,Ichthamaparvovirus,1.0,0.0,0.0,0.0,1.0
Phylloscopus fuscatus Ichthamaparvovirus,2794549,Piccovirales,Parvoviridae,Ichthamaparvovirus,1.0,0.0,0.0,0.0,1.0
Emberiza pusilla parvo-like hybrid virus,2794510,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Periparus ater parvoviridae sp.,2794527,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Motacilla cinerea parvoviridae sp.,2794518,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Periparus ater Ichthamaparvovirus,2794548,Piccovirales,Parvoviridae,Ichthamaparvovirus,1.0,0.0,0.0,0.0,1.0
Grus japonensis parvo-like hybrid virus,2794511,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Turdus pallidus parvoviridae sp.,2794526,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Phoenicopteridae parvoviridae sp.,2794529,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Turdus naumanni Ichthamaparvovirus,2794551,Piccovirales,Parvoviridae,Ichthamaparvovirus,1.0,0.0,0.0,0.0,1.0
Emberiza rustica CRESS-DNA-virus sp.,2815032,,,,,,,,
Emberiza spodocephala CRESS-DNA-virus sp.,2815033,,,,,,,,
Fringilla montifringilla CRESS-DNA-virus sp.,2815044,,,,,,,,
Syrmaticus ellioti CRESS-DNA-virus sp.,2815058,,,,,,,,
Aegithalos caudatus CRESS-DNA-virus sp.,2815021,,,,,,,,
Emberiza elegans CRESS-DNA-virus sp.,2815031,,,,,,,,
Ficedula parva CRESS-DNA-virus sp.,2815036,,,,,,,,
Carpodacus sibiricus Genomoviridae sp.,2814940,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Cecropis daurica Genomoviridae sp.,2814941,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Tarsiger cyanurus Genomoviridae sp.,2814994,Geplafuvirales,Genomoviridae,,0.0,1.0,0.0,0.0,1.0
Phoenicopterus roseus parvo-like hybrid virus,2794530,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Pavo cristatus parvoviridae sp.,2794524,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Ficedula parva parvoviridae sp.,2794506,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Emberiza rustica parvoviridae sp.,2794478,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Aegithalos caudatus parvoviridae sp.,2794464,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Ara ararauna Chaphamaparvovirus,2794484,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Chrysolophuspictus parvoviridae sp.,2794471,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Cygnus atratus Chaphamaparvovirus,2794485,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Nandayus nenday parvoviridae sp.,2794519,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Phylloscopus parvoviridae sp.,2794563,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Psittacidae parvo-like hybrid virus,2794535,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Psittacidae aveparvovirus,2794556,Piccovirales,Parvoviridae,Aveparvovirus,1.0,0.0,0.0,0.0,1.0
Fringilla montifringilla parvoviridae sp.,2794507,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Cygnus columbianus parvoviridae sp.,2794474,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Emberiza pusilla Chaphamaparvovirus,2794488,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Dendrocopos leucotos Chaphamaparvovirus,2794487,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Passer montanus parvoviridae sp.,2794522,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Nandayus nenday Chaphamaparvovirus,2794493,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Luscinia cyane Ichthamaparvovirus,2794553,Piccovirales,Parvoviridae,Ichthamaparvovirus,1.0,0.0,0.0,0.0,1.0
Luscinia cyane Chaphamaparvovirus,2794491,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Grus japonensis Chaphamaparvovirus,2794490,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Fringilla montifringilla Chaphamaparvovirus,2794489,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Cygnus columbianus parvo-like hybrid virus,2794509,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Ara ararauna aveparvovirus,2794555,Piccovirales,Parvoviridae,Aveparvovirus,1.0,0.0,0.0,0.0,1.0
Turdus pallidus Chaphamaparvovirus,2794492,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Turdus hortulorum parvoviridae sp.,2794538,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Parus major parvoviridae sp.,2794521,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Motacilla cinerea parvo-like hybrid virus,2794517,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Lophura nycthemera aveparvovirus,2794554,Piccovirales,Parvoviridae,Aveparvovirus,1.0,0.0,0.0,0.0,1.0
Psittacidae Chaphamaparvovirus,2794494,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Phylloscopus proregulus parvoviridae sp.,2794532,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Syrmaticus ellioti parvo-like hybrid virus,2794537,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Otus scops parvoviridae sp.,2794520,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Garrulus glandarius parvoviridae sp.,2794508,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Ara severa parvoviridae sp.,2794467,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Accipiter gentilis parvoviridae sp.,2794463,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Ara ararauna parvoviridae sp.,2794466,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Carpodacus sibiricus parvoviridae sp.,2794469,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Cygnus atratus parvoviridae sp.,2794505,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Luscinia sibilans parvo-like hybrid virus,2794515,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Accipiter gentilis parvo-like hybrid virus,2794564,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Anser anser dependoparvovirus,2794569,Piccovirales,Parvoviridae,Dependoparvovirus,1.0,0.0,0.0,0.0,1.0
Arundinax aedon parvoviridae sp.,2794465,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Bonasa bonasia parvoviridae sp.,2794468,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Ciconia boyciana parvo-like hybrid virus,2794504,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Phylloscopus proregulus Brevihamaparvovirus,2794566,Piccovirales,Parvoviridae,Brevihamaparvovirus,1.0,0.0,0.0,0.0,1.0
Cygnus columbianus Chaphamaparvovirus,2794486,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Emberiza tristrami parvoviridae sp.,2794479,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Ciconia boyciana Circoviridae sp.,2814997,Cirlivirales,Circoviridae,,0.0,1.0,0.0,0.0,1.0
Fringilla montifringilla Circoviridae sp.,2815000,Cirlivirales,Circoviridae,,0.0,1.0,0.0,0.0,1.0
Periparus ater Circoviridae sp.,2815004,Cirlivirales,Circoviridae,,0.0,1.0,0.0,0.0,1.0
Motacilla cinerea Circoviridae sp.,2815002,Cirlivirales,Circoviridae,,0.0,1.0,0.0,0.0,1.0
Anser anser CRESS-DNA-virus sp.,2815022,,,,,,,,
Ciconia boyciana CRESS-DNA-virus sp.,2815024,,,,,,,,
Cygnus atratus CRESS-DNA-virus sp.,2815026,,,,,,,,
Cygnus columbianus CRESS-DNA-virus sp.,2815027,,,,,,,,
Emberiza chrysophrys CRESS-DNA-virus sp.,2815029,,,,,,,,
Ficedula mugimaki CRESS-DNA-virus sp.,2815035,,,,,,,,
