,Species,Host,Total Count,GenBank Count,RefSeq Count,Completed Count
3538,Paraavulavirus hongkongense,Anas sp.,36,36,0,0
3539,Metaavulavirus hongkongense,Anas carolinensis,2,2,0,0
3540,Metaavulavirus hongkongense,Anas acuta,1,1,0,0
3541,Metaavulavirus hongkongense,Anas sp.,8,8,0,0
3542,Orthoavulavirus newyorkense,Anas sp.,2,2,0,0
3543,Eastern equine encephalitis virus,Leiothlypis celata,1,1,0,1
3544,Eastern equine encephalitis virus,Dromaius novaehollandiae,3,3,0,2
3545,Eastern equine encephalitis virus,Columbidae,3,3,0,3
3546,Eastern equine encephalitis virus,Mimus polyglottos,1,1,0,1
3547,Eastern equine encephalitis virus,Zenaida macroura,8,8,0,2
3548,Eastern equine encephalitis virus,Threskiornithidae,1,1,0,1
3549,Eastern equine encephalitis virus,Molothrus,1,1,0,1
3550,Eastern equine encephalitis virus,Balearica regulorum,1,1,0,1
3551,Eastern equine encephalitis virus,Fringillidae,8,8,0,2
3552,Eastern equine encephalitis virus,Hirundo rustica,1,1,0,1
3553,Eastern equine encephalitis virus,Setophaga coronata,1,1,0,1
3554,Eastern equine encephalitis virus,Cardinalis cardinalis,1,1,0,1
3555,Eastern equine encephalitis virus,Corvus,1,1,0,1
3556,Eastern equine encephalitis virus,Sturnus vulgaris,1,1,0,1
3557,Eastern equine encephalitis virus,Grus americana,1,1,0,1
3558,Eastern equine encephalitis virus,Quiscalus quiscula,7,7,0,1
3559,Eastern equine encephalitis virus,Gruidae,1,1,0,1
3560,Cape sugarbird pox virus,Promerops cafer,2,2,0,0
3561,Orthoflavivirus nilense,Nestor notabilis,4,4,0,4
3562,Avian coronavirus,Aythya marila,3,3,0,0
3563,Circovirus gull,Larus fuscus,3,3,0,3
3564,Rotavirus A,Phasianus colchicus,22,22,0,11
3565,Avipoxvirus flamingo/PT-29021/Portugal/2010,Phoenicopterus roseus,2,2,0,0
3566,Avipoxvirus chicken/PT-30327/Portugal/2013,Gallus gallus,1,1,0,0
3567,Goose-dominant Coronavirus,Anatidae,2,2,0,0
3568,Orthoavulavirus javaense,Anser cygnoides,6,6,0,2
3569,Orthoavulavirus javaense,Grus monacha,2,2,0,2
3570,Avian nephritis virus,Meleagris gallopavo,22,22,0,0
3571,Avastrovirus 1,Meleagris gallopavo,79,79,0,1
3572,Alphainfluenzavirus influenzae,Uria lomvia,377,377,0,0
3573,Thalassarchid herpesvirus 1,Thalassarche chlororhynchos,1,1,0,0
3574,Anativirus B,Gallus gallus,1,1,0,1
3575,Phacovirus BY/PhV,Gallus gallus,1,1,0,0
3576,Phacovirus GT/PhV,Gallus gallus,1,1,0,0
3577,Phacovirus TR/PhV,Gallus gallus,1,1,0,0
3578,Phacovirus NG/PhV,Gallus gallus,1,1,0,0
3579,Phacovirus VG/PhV,Gallus gallus,1,1,0,0
3580,Phacovirus CAB/PhV,Gallus gallus,1,1,0,0
3581,Phacovirus DM/PhV,Gallus gallus,1,1,0,0
3582,Avipoxvirus Betim 1,Ara chloropterus,1,1,0,0
3583,Orthobunyavirus teteense,Oriolus oriolus,4,4,0,0
3584,Astrovirus black-naped monarch/Cambodia/2010,Hypothymis azurea,2,2,0,0
3585,Orthoavulavirus javaense,Motacilla alba,1,1,0,0
3586,Orthoavulavirus javaense,Upupidae,1,1,0,0
3587,Orthobornavirus betapsittaciforme,Cacatuidae,1,1,0,1
3588,Alphainfluenzavirus influenzae,Anser erythropus,8,8,0,0
3589,Bald eagle poxvirus,Haliaeetus leucocephalus,4,4,0,0
3590,Alphainfluenzavirus influenzae,Anas erythrorhyncha,15,15,0,0
3591,Rotavirus A,Larus canus,11,11,0,0
3592,Dependoparvovirus anseriform1,Anser sp.,26,26,0,1
3593,Rotavirus A,Perdicinae,1,1,0,0
3594,Rotavirus F,Perdicinae,1,1,0,0
3595,Rotavirus G,Perdicinae,1,1,0,0
3596,Rotavirus A,Meleagris gallopavo,81,81,0,0
3597,Rotavirus A,Melanitta fusca,11,11,0,0
3598,Circovirus parrot,Merops ornatus,8,8,0,1
3599,Orthoavulavirus javaense,Halcyon smyrnensis,1,1,0,0
3600,Alphainfluenzavirus influenzae,Columba,9,9,0,0
3601,Aviadenovirus KLC-2015,Clangula hyemalis,18,18,0,0
3602,Protoparvovirus Udayana_MDPVA,Cairina moschata,2,2,0,0
3603,Protoparvovirus Udayana_MDPVB,Cairina moschata,2,2,0,0
3604,Akhtuba virus,Anas acuta,3,3,0,2
3605,Alphainfluenzavirus influenzae,Histrionicus histrionicus,24,24,0,0
3606,Avian orthoreovirus,Perdix perdix,10,10,0,0
3607,Circovirus duck,Melanitta fusca,1,1,0,1
3608,Avian coronavirus 9203,Gallus gallus,1,1,0,1
3609,Betacoronavirus 1,Megascops choliba,2,2,0,0
3610,Betacoronavirus 1,Pseudoscops clamator,2,2,0,0
3611,Betacoronavirus 1,Pyroderus scutatus,1,1,0,0
3612,Betacoronavirus 1,Ara ararauna,1,1,0,0
3613,Betacoronavirus 1,Rupornis magnirostris,1,1,0,0
3614,Betacoronavirus 1,Coragyps atratus,1,1,0,0
3615,Betacoronavirus 1,Pitangus sulphuratus,1,1,0,0
3616,Deltacoronavirus B07,Brotogeris tirica,1,1,0,0
3617,Betacoronavirus 1,Columba livia,1,1,0,0
3618,Deltacoronavirus B04,Amazona vinacea,1,1,0,0
3619,Picobirnavirus HK-2014,Gallus gallus,5,5,0,0
3620,Astrovirus HK-2014,Gallus gallus,4,4,0,0
3621,Protoparvovirus HK-2014,Gallus gallus,2,2,0,0
3622,Chicken picornavirus HK-2014,Gallus gallus,3,3,0,0
3623,Orthoflavivirus tembusu,Anser sp.,3,3,0,2
3624,Avihepevirus magniiecur,Gyps himalayensis,1,1,0,0
3625,Astrovirus Er/BMTK529/HUN/2011,Coracias garrulus,1,1,0,0
3626,Alphainfluenzavirus influenzae,Numenius,7,7,0,0
3627,Alphainfluenzavirus influenzae,Vanellus spinosus,1,1,0,0
3628,Alphainfluenzavirus influenzae,Francolinus pintadeanus,8,8,0,0
3629,Duck coronavirus 2714,Anatidae,1,1,0,1
3630,Alphainfluenzavirus influenzae,Anous tenuirostris,7,7,0,0
3631,Orthoavulavirus javaense,Cacatuidae,7,7,0,0
3632,Rotavirus G,Larus argentatus,1,1,0,0
3633,Phoenicopterid herpesvirus 1,Phoenicopterus chilensis,1,1,0,0
3634,Circovirus goose,Coscoroba coscoroba,12,12,0,12
3635,Circovirus goose,Anser cygnoides,1,1,0,1
3636,Alphainfluenzavirus influenzae,Spilopelia chinensis,2,2,0,0
3637,Alphainfluenzavirus influenzae,Egretta garzetta,18,18,0,0
3638,Alphainfluenzavirus influenzae,Ardeola bacchus,2,2,0,0
3639,Lyssavirus rabies,Gallus gallus,2,2,0,1
3640,Sulid herpesvirus 1,Sula dactylatra,1,1,0,0
3641,Metaavulavirus hongkongense,Netta rufina,1,1,0,1
3642,Avian coronavirus,Amazona vinacea,2,2,0,0
3643,Avian coronavirus,Coragyps atratus,8,8,0,0
3644,Avian coronavirus,Pseudoscops clamator,2,2,0,0
3645,Avian coronavirus,Colaptes campestris,2,2,0,0
3646,Avian coronavirus,Rupornis magnirostris,5,5,0,0
3647,Avian coronavirus,Pyroderus scutatus,2,2,0,0
3648,Avian coronavirus,Megascops choliba,5,5,0,0
3649,Avian coronavirus,Caracara plancus,2,2,0,0
3650,Avian coronavirus,Pitangus sulphuratus,3,3,0,0
3651,Avian orthoreovirus,Passer montanus,1,1,0,0
3652,Duck atadenovirus A,Anas platyrhynchos,3,3,0,3
3653,Orthoflavivirus israelense,Meleagris gallopavo,6,6,0,6
3654,Orthoavulavirus javaense,Aix sponsa,10,10,0,0
3655,Avian orthoreovirus,Corvidae,1,1,0,0
3656,Orthoflavivirus tembusu,Anas sp.,2,2,0,2
3657,Neoavian orthoreovirus,Hypsipetes amaurotis,10,10,0,0
3658,Astrovirus Pygoscelis/DT/2012,Pygoscelis adeliae,1,1,0,0
3659,Circovirus parrot,Calyptorhynchus lathami,6,6,0,5
3660,Circovirus parrot,Eolophus roseicapillus x Cacatua sanguinea,2,2,0,0
3661,Orthobornavirus alphapsittaciforme,Phasianinae,1,1,0,0
3662,Orthobornavirus alphapsittaciforme,Pionites,1,1,0,0
3663,Orthoavulavirus javaense,Sturnus cineraceus,5,5,0,0
3664,Orthoavulavirus javaense,Picus canus,2,2,0,0
3665,Orthoavulavirus javaense,Cyanopica cyanus,2,2,0,0
3666,Mardivirus columbidalpha1,Columba sp.,1,1,0,0
3667,Avipoxvirus MZ-2014,Anas platyrhynchos,3,3,0,0
3668,Orthoflavivirus tembusu,Anatinae,1,1,0,1
3669,Fowlpox virus,Chlamydotis macqueenii,8,8,0,0
3670,Fowlpox virus,Chlamydotis undulata,2,2,0,0
3671,Circovirus parrot,Barnardius zonarius semitorquatus,3,3,0,3
3672,Circovirus parrot,Neopsephotus bourkii,1,1,0,1
3673,Circovirus parrot,Psephotellus chrysopterygius,1,1,0,1
3674,Circovirus parrot,Psephotellus dissimilis,1,1,0,1
3675,Circovirus parrot,Psittacula krameri manillensis,1,1,0,0
3676,Circovirus parrot,Poicephalus gulielmi,2,2,0,1
3677,Circovirus parrot,Amazona oratrix,1,1,0,0
3678,Highlands J virus,Antigone canadensis pulla,1,1,0,0
3679,Circovirus parrot,Poicephalus robustus,40,40,0,40
3680,Gallid herpesvirus,Gallus gallus,62,62,0,0
3681,Alphainfluenzavirus influenzae,Myiopsitta monachus,1,1,0,0
3682,Orthoavulavirus javaense,Anas diazi,1,1,0,0
3683,Metapneumovirus avis,Numida meleagris,2,2,0,0
3684,Orthoflavivirus encephalitidis,Pica pica,1,1,0,1
3685,Orthoflavivirus encephalitidis,Acrocephalus dumetorum,4,4,0,2
3686,Hapavirus flanders,Ramphocelus carbo,1,1,0,1
3687,Aichivirus A,Coracias garrulus,1,1,0,1
3688,Circovirus parrot,Trichoglossus rubritorquis,7,7,0,0
3689,Reticuloendotheliosis virus,Meleagris gallopavo,7,7,0,1
3690,Avipoxvirus 31239,Calypte anna,1,1,0,0
3691,Alphainfluenzavirus influenzae,Melanitta fusca,45,45,0,0
3692,Alphainfluenzavirus influenzae,Netta rufina,16,16,0,0
3693,Metapneumovirus avis,Cairina moschata,8,8,0,3
3694,Orthoavulavirus javaense,Loriini,2,2,0,0
3695,Orthoflavivirus encephalitidis,Aves,1,1,0,0
3696,Avian coronavirus,Anser sp.,4,4,0,0
3697,Avian coronavirus,Anas sp.,12,12,0,0
3698,Avipoxvirus isolate Sevilla,Erithacus rubecula,1,1,0,0
3699,Rotavirus D,Aves,4,4,0,0
3700,Orthoflavivirus nilense,Pelecanus erythrorhynchos,57,57,0,54
3701,Orthoflavivirus nilense,Phalacrocorax auritus,5,5,0,4
3702,Orthoflavivirus nilense,Sternula antillarum,7,7,0,6
3703,Orthoflavivirus nilense,Branta canadensis,5,5,0,4
3704,Orthoflavivirus nilense,Anas platyrhynchos,1,1,0,1
3705,Orthoflavivirus nilense,Pelecanus,1,1,0,1
3706,Orthoflavivirus nilense,Loriini,3,3,0,3
3707,Orthoflavivirus nilense,Sternula,2,2,0,2
3708,Orthoflavivirus nilense,Quiscalus major,1,1,0,1
3709,Orthoflavivirus nilense,Gymnogyps californianus,1,1,0,1
3710,Orthoflavivirus nilense,Asio flammeus,1,1,0,1
3711,Orthoflavivirus nilense,Coragyps atratus,1,1,0,1
3712,Orthoflavivirus nilense,Pelecanus occidentalis,1,1,0,1
3713,Orthoflavivirus nilense,Cygnus buccinator,1,1,0,1
3714,Orthoflavivirus nilense,Charadrius melodus,2,2,0,2
3715,Orthoflavivirus nilense,Ictinia mississippiensis,1,1,0,1
3716,Orthoflavivirus nilense,Buteo regalis,1,1,0,1
3717,Orthoflavivirus nilense,Calidris alba,1,1,0,1
3718,Orthoflavivirus nilense,Sturnidae,1,1,0,1
3719,Orthoflavivirus nilense,Mimus,1,1,0,1
3720,Orthoflavivirus nilense,Larus smithsonianus,1,1,0,1
3721,Orthoflavivirus nilense,Actitis macularius,1,1,0,1
3722,Fowl adenovirus,Mitu mitu,4,4,0,0
3723,Orthoflavivirus nilense,Chroicocephalus ridibundus,1,1,0,0
3724,Western equine encephalitis virus,Zonotrichia leucophrys,1,1,0,1
3725,Chinstrap penguin adenovirus 1,Pygoscelis antarcticus,1,1,0,0
3726,Chinstrap penguin adenovirus 3,Pygoscelis antarcticus,1,1,0,0
3727,Chinstrap penguin adenovirus 4,Pygoscelis antarcticus,1,1,0,0
3728,Chinstrap penguin adenovirus 5,Pygoscelis antarcticus,1,1,0,0
3729,Chinstrap penguin adenovirus 6,Pygoscelis antarcticus,1,1,0,0
3730,Chinstrap penguin adenovirus 7,Pygoscelis antarcticus,1,1,0,0
3731,Chinstrap penguin adenovirus 8,Pygoscelis antarcticus,1,1,0,0
3732,Alphainfluenzavirus influenzae,Gracula religiosa,8,8,0,0
3733,Picobirnavirus GI/PBV/turkey/USA/MN-1/2011,Meleagris gallopavo,2,2,0,0
3734,Alphainfluenzavirus influenzae,Pygoscelis adeliae,32,32,0,0
3735,Avipoxvirus XL,Anas platyrhynchos,1,1,0,0
3736,Avipoxvirus DX,Anas platyrhynchos,1,1,0,0
3737,Avipoxvirus TD,Anas platyrhynchos,1,1,0,0
3738,Turkey picobirnavirus,Meleagris gallopavo,20,20,0,0
3739,Alphainfluenzavirus influenzae,Larus armenicus,16,16,0,0
3740,Alphainfluenzavirus influenzae,Gallinago gallinago,8,8,0,0
3741,Alphainfluenzavirus influenzae,Ardenna pacifica,17,17,0,0
3742,Avian orthoreovirus,Poecile,1,1,0,0
3743,Orthoflavivirus nilense,Hylocichla mustelina,1,1,0,0
3744,Orthoflavivirus nilense,Toxostoma rufum,1,1,0,0
3745,Orthoflavivirus nilense,Poecile carolinensis,1,1,0,0
3746,Orthoflavivirus nilense,Meleagris gallopavo,1,1,0,0
3747,Circovirus parrot,Calyptorhynchus banksii,8,8,0,2
3748,Alphainfluenzavirus influenzae,Scolopacidae,12,12,0,0
3749,Alphainfluenzavirus influenzae,Fratercula corniculata,8,8,0,0
3750,Alphainfluenzavirus influenzae,Aythya,8,8,0,0
3751,Avian leukosis virus,Poecile palustris,1,1,0,0
3752,shorebird astrovirus,Aves,1,1,0,0
3753,shorebird coronavirus,Aves,4,4,0,0
3754,Baku virus,Larus argentatus,10,10,0,0
3755,Neoavian orthoreovirus,Corvus cornix,10,10,0,0
3756,Aalivirus A,Anas platyrhynchos,1,1,0,1
3757,Orthobornavirus alphapsittaciforme,Anas platyrhynchos,5,5,0,0
3758,Orthobornavirus alphapsittaciforme,Melopsittacus undulatus,10,10,0,0
3759,Orthobornavirus alphapsittaciforme,Cyanoramphus auriceps,4,4,0,0
3760,Orthobornavirus alphapsittaciforme,Cacatua ducorpsii,8,8,0,0
3761,Orthobornavirus alphapsittaciforme,Cacatua galerita triton,1,1,0,0
3762,Orthobornavirus alphapsittaciforme,Calidris ruficollis,5,5,0,0
3763,Orthobornavirus alphapsittaciforme,Grus monacha,2,2,0,0
3764,Orthobornavirus alphapsittaciforme,Mareca penelope,6,6,0,0
3765,Orthobornavirus alphapsittaciforme,Anas,1,1,0,0
3766,Orthobornavirus alphapsittaciforme,Haliaeetus pelagicus,1,1,0,0
3767,Orthobornavirus alphapsittaciforme,Calidris alpina,1,1,0,0
3768,Orthobornavirus alphapsittaciforme,Larus schistisagus,1,1,0,0
3769,Orthobornavirus alphapsittaciforme,Emberiza spodocephala,1,1,0,0
3770,Alphainfluenzavirus influenzae,Larus californicus,16,16,0,0
3771,Avian leukosis virus,Mareca falcata,1,1,0,0
3772,Avipoxvirus OKr-2014,Grus grus,2,2,0,0
3773,Avipoxvirus OKr-2014,Parus major,2,2,0,0
3774,Avipoxvirus OKr-2014,Falco peregrinus,2,2,0,0
3775,Avipoxvirus OKr-2014,Haliaeetus albicilla,2,2,0,0
3776,Eastern equine encephalitis virus,Zenaida,1,1,0,1
3777,Eastern equine encephalitis virus,Phasianus,2,2,0,2
3778,Eastern equine encephalitis virus,Quiscalus,1,1,0,1
3779,Eastern equine encephalitis virus,Zonotrichia,1,1,0,1
3780,Eastern equine encephalitis virus,Eudocimus,1,1,0,1
3781,Eastern equine encephalitis virus,Cyanocitta,1,1,0,1
3782,Avastrovirus 3,Meleagris gallopavo,223,223,0,0
3783,Orthoflavivirus tembusu,Passer domesticus,1,1,0,1
3784,Alphainfluenzavirus influenzae,Zosterops japonicus,16,16,0,0
3785,Eurasian oystercatcher coronavirus,Haematopus ostralegus,1,1,0,0
3786,Avian retrovirus,Gallus gallus,1,1,0,0
3787,Paraavulavirus hongkongense,Sturnus vulgaris,1,1,0,0
3788,Avian orthoreovirus,Anser sp.,2,2,0,0
3789,Alphainfluenzavirus influenzae,Ichthyaetus ichthyaetus,55,55,0,0
3790,Alphainfluenzavirus influenzae,Chroicocephalus brunnicephalus,31,31,0,0
3791,Orthobornavirus estrildidae,Pytilia hypogrammica,1,1,0,0
3792,Circovirus parrot,Polytelis anthopeplus,1,1,0,1
3793,Orthoavulavirus javaense,Coturnix coturnix,1,1,0,0
3794,Orthoavulavirus javaense,Serinus canaria,1,1,0,0
3795,Orthoavulavirus javaense,Falco subbuteo,1,1,0,0
3796,Canarypox virus,Spheniscus magellanicus,1,1,0,0
3797,Orthobornavirus alphapsittaciforme,Amazona rhodocorytha,1,1,0,0
3798,Orthoavulavirus javaense,Cygnus columbianus,1,1,0,0
3799,Avian coronavirus,Anas poecilorhyncha,13,13,0,0
3800,Avian picobirnavirus GI,Gallus gallus,34,34,0,0
3801,Circovirus parrot,Lathamus discolor,4,4,0,2
3802,Orthoavulavirus javaense,Anas poecilorhyncha,8,8,0,0
3803,Aveparvovirus columbid1,Columbidae,1,1,0,0
3804,Orthoflavivirus nilense,Lanius ludovicianus,1,1,0,0
3805,Hapavirus flanders,Passer,1,1,0,0
3806,Hapavirus flanders,Turdus migratorius,1,1,0,0
3807,Hapavirus flanders,Agelaius phoeniceus,1,1,0,0
3808,Hapavirus flanders,Antrostomus carolinensis,1,1,0,0
3809,Duck infectious anemia virus,Anas platyrhynchos,1,1,0,1
3810,Orthoavulavirus javaense,Anas melleri,1,1,0,0
3811,Orthoavulavirus javaense,Anas erythrorhyncha,1,1,0,0
3812,Picobirnavirus turkey/USA-1507/2010,Meleagris gallopavo,1,1,0,0
3813,Picobirnavirus turkey/USA-1512/2010,Meleagris gallopavo,1,1,0,0
3814,Megrivirus B,Columba livia,1,1,0,1
3815,Gemycircularvirus blabi1,Turdus merula,1,1,0,1
3816,Faeces associated gemycircularvirus 1,Turdus merula,1,1,0,1
3817,Alphainfluenzavirus influenzae,Eupodotis senegalensis,16,16,0,0
3818,Alphainfluenzavirus influenzae,Burhinus grallarius,4,4,0,0
3819,Orthoavulavirus javaense,Spinus pinus,1,1,0,0
3820,Orthoavulavirus javaense,Dendrocygna autumnalis,1,1,0,0
3821,Alphainfluenzavirus influenzae,Aythya valisineria,30,30,0,0
3822,Alphainfluenzavirus influenzae,Alectoris chukar,180,180,0,2
3823,Alphainfluenzavirus influenzae,Fringillidae,8,8,0,8
3824,Circovirus parrot,Cacatua ophthalmica,1,1,0,1
3825,Avian leukosis virus,Mareca strepera,1,1,0,0
3826,Avian leukosis virus,Emberiza elegans,1,1,0,0
3827,Avian leukosis virus,Tarsiger cyanurus,1,1,0,0
3828,Avian leukosis virus,Anas acuta,1,1,0,0
3829,Reticuloendotheliosis virus,Aythya fuligula,1,1,0,0
3830,Reticuloendotheliosis virus,Ixobrychus sinensis,1,1,0,0
3831,Reticuloendotheliosis virus,Tarsiger cyanurus,1,1,0,0
3832,Reticuloendotheliosis virus,Sibirionetta formosa,3,3,0,0
3833,Reticuloendotheliosis virus,Anas acuta,1,1,0,0
3834,Reticuloendotheliosis virus,Anas poecilorhyncha,1,1,0,0
3835,Reticuloendotheliosis virus,Aves,1,1,0,0
3836,Duck atadenovirus A,Cairina moschata,4,4,0,1
3837,Avipoxvirus PGPV11K_FP1,Columba livia,4,4,0,0
3838,Avipoxvirus PGPV11K_FP2,Columba livia,4,4,0,0
3839,Avipoxvirus PGPV11K_Pi5,Columba livia,4,4,0,0
3840,Avipoxvirus PGPV10K_LD1,Spilopelia senegalensis,4,4,0,0
3841,Avipoxvirus PGPV11K_LD2,Spilopelia senegalensis,4,4,0,0
3842,Avipoxvirus PGPVO_Pi1,Columba livia,4,4,0,0
3843,Avipoxvirus PGPVO_Pi2,Columba livia,4,4,0,0
3844,Avipoxvirus PGPVO_Pi4,Columba livia,4,4,0,0
3845,Avipoxvirus PGPV10K_RP1,Columba guinea,4,4,0,0
3846,Avipoxvirus PGPV93K_RP2,Columba guinea,4,4,0,0
3847,Avipoxvirus PGPV10K_SP1,Columba guinea,4,4,0,0
3848,Avipoxvirus FGPV_KD09.ZAF,Phoeniconaias minor,2,2,0,0
3849,Avipoxvirus PEPV_San92,Spheniscus demersus,1,1,0,0
3850,Orthoavulavirus javaense,Sturnus vulgaris,1,1,0,0
3851,Orthoavulavirus javaense,Anser canagicus,2,2,0,0
3852,Orthoavulavirus javaense,Branta bernicla,2,2,0,0
3853,Orthoavulavirus javaense,Somateria fischeri,2,2,0,0
3854,Cyclovirus nhanloai,Gallus gallus,3,3,0,1
3855,Cyclovirus nhanloai,Anatidae,4,4,0,0
3856,Orthoflavivirus tembusu,Tadorna tadorna,1,1,0,1
3857,Metaavulavirus hongkongense,Anas poecilorhyncha,2,2,0,2
3858,Orthoavulavirus javaense,Psarocolius,1,1,0,0
3859,Orthoavulavirus javaense,Myiarchus tyrannulus,1,1,0,0
3860,Orthoavulavirus javaense,Buteo brachyurus,1,1,0,0
3861,Orthoavulavirus javaense,Turdus migratorius,1,1,0,0
3862,Orthoavulavirus javaense,Picidae,1,1,0,0
3863,Orthoavulavirus javaense,Amazona autumnalis,1,1,0,0
3864,Orthoavulavirus javaense,Penelopina nigra,1,1,0,0
3865,Orthoavulavirus javaense,Ara macao,1,1,0,0
3866,Sindbis virus,Corvus cornix,1,1,0,1
3867,Avipoxvirus Gav01/Lima/2011,Parabuteo unicinctus,1,1,0,0
3868,Duck hepatitis B virus,Anser,1,1,0,0
3869,Torque teno virus,Anatidae,6,6,0,0
3870,Orthoflavivirus encephalitidis,Turdus pilaris,2,2,0,0
3871,Orthoflavivirus encephalitidis,Columba livia,1,1,0,0
3872,Orthoflavivirus encephalitidis,Carduelis carduelis,1,1,0,0
3873,Orthoflavivirus encephalitidis,Phylloscopus collybita,2,2,0,0
3874,Orthoflavivirus encephalitidis,Phoenicurus phoenicurus,1,1,0,0
3875,Orthoflavivirus encephalitidis,Phylloscopus proregulus,1,1,0,0
3876,Orthoflavivirus encephalitidis,Anas platyrhynchos,1,1,0,0
3877,Orthoflavivirus encephalitidis,Spatula clypeata,2,2,0,0
3878,Avihepatovirus A,Columbidae,1,1,0,1
3879,Alphainfluenzavirus influenzae,Geopelia placida,4,4,0,0
3880,Alphainfluenzavirus influenzae,Bubo bubo,40,40,0,0
3881,Avastrovirus guineafowl/ITA/2010/Bari-ELVA,Numida meleagris,1,1,0,0
3882,Alphainfluenzavirus influenzae,Podiceps grisegena,54,54,0,0
3883,Alphainfluenzavirus influenzae,Garrulax canorus,8,8,0,0
3884,Alphainfluenzavirus influenzae,Scolopax rusticola,8,8,0,0
3885,Alphainfluenzavirus influenzae,Columba livia,32,32,0,0
3886,Alphainfluenzavirus influenzae,Saxicola torquatus,8,8,0,0
3887,Pigeon picornavirus B,Columba livia,1,1,0,1
3888,Alphainfluenzavirus influenzae,Somateria fischeri,8,8,0,0
3889,Orthoflavivirus nilense,Aegithalos caudatus,1,1,0,0
3890,Orthoflavivirus nilense,Phasianus colchicus,1,1,0,0
3891,Orthoflavivirus nilense,Haliaeetus albicilla,1,1,0,0
3892,Gull adenovirus,Larus argentatus,3,3,0,0
3893,Orthoavulavirus javaense,Agapornis,2,2,0,0
3894,Psittacine adenovirus 2,Neophema splendida,2,2,0,0
3895,Psittacine adenovirus 2,Melopsittacus undulatus,2,2,0,0
3896,Psittacine adenovirus 2,Platycercus eximius,2,2,0,0
3897,Brazilian penguinpox virus,Spheniscus magellanicus,7,7,0,0
3898,Fowlpox virus,Spheniscus magellanicus,1,1,0,0
3899,Orthobunyavirus ingwavumaense,Ardeola grayii,2,2,0,0
3900,Orthobunyavirus ingwavumaense,Ardeola,1,1,0,0
3901,Parrot hepatitis B virus,Platycercus elegans,1,1,0,1
3902,Parrot hepatitis B virus,Psittacula eupatria,1,1,0,1
3903,Parrot hepatitis B virus,Psittacus erithacus,1,1,0,1
3904,Avibirnavirus gumboroense,Gallus sp.,2,2,0,1
3905,Avipoxvirus isolate United Kingdom,Psittacidae,1,1,0,0
3906,Avipoxvirus isolate Hungary,Gallus gallus,2,2,0,0
3907,Avipoxvirus isolate Hungary,Crossoptilon auritum,2,2,0,0
3908,Avipoxvirus isolate Hungary,Aquila heliaca,2,2,0,0
3909,Avipoxvirus isolate Hungary,Columba livia,6,6,0,0
3910,Avipoxvirus isolate Hungary,Otis tarda,4,4,0,0
3911,Avipoxvirus isolate Hungary,Pavo cristatus,2,2,0,0
3912,Avipoxvirus isolate Hungary,Falco peregrinus,2,2,0,0
3913,Avipoxvirus isolate Hungary,Falco vespertinus,2,2,0,0
3914,Avipoxvirus isolate Hungary,Accipiter gentilis,2,2,0,0
3915,Avipoxvirus isolate Hungary,Buteo buteo,2,2,0,0
3916,Avipoxvirus isolate Hungary,Parus major,2,2,0,0
3917,Avipoxvirus isolate Hungary,Aquila chrysaetos,2,2,0,0
3918,Avipoxvirus isolate Hungary,Gracula religiosa,2,2,0,0
3919,Avipoxvirus isolate Nevada,Meleagris gallopavo,2,2,0,0
3920,Avipoxvirus isolate Hawaii,Gallus gallus,5,5,0,0
3921,Avipoxvirus isolate Hawaii,Columba livia,2,2,0,0
3922,Avipoxvirus isolate Hawaii,Serinus canaria,12,12,0,0
3923,Avipoxvirus isolate Hawaii,Himatione sanguinea,18,18,0,0
3924,Avipoxvirus isolate Hawaii,Haemorhous mexicanus,5,5,0,0
3925,Avipoxvirus isolate Hawaii,Chlorodrepanis virens,11,11,0,0
3926,Avipoxvirus isolate Hawaii,Chasiempis sandwichensis,3,3,0,0
3927,Avipoxvirus isolate Chile,Polytelis swainsonii,2,2,0,0
3928,Avipoxvirus isolate Chile,Serinus canaria,2,2,0,0
3929,Avipoxvirus isolate Georgia,Columba livia,2,2,0,0
3930,Avipoxvirus isolate South Korea,Streptopelia orientalis,4,4,0,0
3931,Avipoxvirus isolate South Korea,Bubo bubo,4,4,0,0
3932,Avipoxvirus isolate Spain,Otis tarda,2,2,0,0
3933,Avipoxvirus isolate Spain,Hieraaetus pennatus,4,4,0,0
3934,Avipoxvirus isolate Spain,Alectoris rufa,4,4,0,0
3935,Avipoxvirus isolate Spain,Milvus milvus,4,4,0,0
3936,Avipoxvirus isolate Spain,Circus cyaneus,2,2,0,0
3937,Avipoxvirus isolate Antarctica,Macronectes giganteus,2,2,0,0
3938,Avipoxvirus isolate Alaska,Phalacrocorax pelagicus,2,2,0,0
3939,Avipoxvirus isolate Alaska,Haliaeetus leucocephalus,4,4,0,0
3940,Avipoxvirus isolate Washington,Uria aalge,2,2,0,0
3941,Avipoxvirus isolate Washington,Haemorhous mexicanus,2,2,0,0
3942,Avipoxvirus isolate Midway Islands,Phoebastria immutabilis,2,2,0,0
3943,Avipoxvirus isolate Argentina,Spheniscus magellanicus,2,2,0,0
3944,Avipoxvirus isolate Wisconsin,Cygnus buccinator,4,4,0,0
3945,Avipoxvirus isolate Wisconsin,Spatula discors,2,2,0,0
3946,Avipoxvirus isolate Wisconsin,Aythya americana,2,2,0,0
3947,Avipoxvirus isolate Wisconsin,Aix sponsa,2,2,0,0
