,Organism Name,Species,Host,Total Count,GenBank Count,RefSeq Count,Completed Count
27389,Influenza A virus (A/greater white-fronted goose/California/44358-095/2007(H6N1)),Alphainfluenzavirus influenzae,Anser albifrons,8,8,0,0
27390,Influenza A virus (A/greater white-fronted goose/California/44358-112/2007(H6N1)),Alphainfluenzavirus influenzae,Anser albifrons,8,8,0,0
27391,Influenza A virus (A/American green-winged teal/California/44363-002/2007(H11N5)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27392,Influenza A virus (A/American green-winged teal/California/44363-067/2007(H11N9)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27393,Influenza A virus (A/northern shoveler/California/44363-082/2007(H11N9)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27394,Influenza A virus (A/common murre/Oregon/19497-004/2005(H9N5)),Alphainfluenzavirus influenzae,Uria aalge,8,8,0,0
27395,Influenza A virus (A/mallard/California/19524-001/2005(H6N8)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27396,Influenza A virus (A/American coot/California/20116-002/2007(H7N3)),Alphainfluenzavirus influenzae,Fulica americana,8,8,0,0
27397,Influenza A virus (A/double-crested cormorant/California/20119-001/2007(H3N8)),Alphainfluenzavirus influenzae,Phalacrocorax auritus,8,8,0,0
27398,Influenza A virus (A/northern shoveler/California/44241-862/2006(H11N9)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27399,Influenza A virus (A/northern shoveler/Washington/44249-604/2006(H9N2)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27400,Influenza A virus (A/northern shoveler/Washington/44249-690/2006(H7N8)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27401,Influenza A virus (A/northern shoveler/California/27820/2007(H7N3)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27402,Influenza A virus (A/northern shoveler/California/44287-088/2007(H10N7)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27403,Influenza A virus (A/gadwall/California/44287-137/2007(H5N3)),Alphainfluenzavirus influenzae,Mareca strepera,8,8,0,0
27404,Influenza A virus (A/American green-winged teal/California/28228/2007(H7N6)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27405,Influenza A virus (A/American green-winged teal/California/44287-395/2007(H8N3)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27406,Influenza A virus (A/teal/Oregon/44336-122/2007(H3N8)),Alphainfluenzavirus influenzae,Anas,8,8,0,0
27407,Influenza A virus (A/American green-winged teal/Oregon/44336-124/2007(H3N8)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27408,Influenza A virus (A/teal/Oregon/44336-130/2007(H3N8)),Alphainfluenzavirus influenzae,Anas,8,8,0,0
27409,Influenza A virus (A/mallard/Washington/44338-013/2007(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27410,Influenza A virus (A/mallard/Washington/44338-195/2007(H12N5)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27411,Influenza A virus (A/mallard/Washington/44338-362/2007(H11N9)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27412,Influenza A virus (A/greater white-fronted goose/California/44358-077/2007(H6N1)),Alphainfluenzavirus influenzae,Anser albifrons,8,8,0,0
27413,Influenza A virus (A/northern shoveler/California/44363-062/2007(H9N2)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27414,Influenza A virus (A/American coot/California/20181-006/2007(H10N3)),Alphainfluenzavirus influenzae,Fulica americana,8,8,0,0
27415,Influenza A virus (A/common murre/Oregon/20361-001/2007(H10N7)),Alphainfluenzavirus influenzae,Uria aalge,8,8,0,0
27416,Influenza A virus (A/common murre/Oregon/20361-002/2007(H12N5)),Alphainfluenzavirus influenzae,Uria aalge,8,8,0,0
27417,Influenza A virus (A/California gull/Washington/20371-003/2007(H10N7)),Alphainfluenzavirus influenzae,Larus californicus,8,8,0,0
27418,Influenza A virus (A/mallard/California/20385-002/2007(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27419,Influenza A virus (A/mallard/California/20385-004/2007(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27420,Influenza A virus (A/rock dove/Oregon/20547-003/2007(H1N2)),Alphainfluenzavirus influenzae,Columba livia,8,8,0,0
27421,Influenza A virus (A/rock dove/Oregon/20547-004/2007(H1N2)),Alphainfluenzavirus influenzae,Columba livia,8,8,0,0
27422,Influenza A virus (A/western grebe/Washington/20569-004/2007(H1N2)),Alphainfluenzavirus influenzae,Aechmophorus occidentalis,8,8,0,0
27423,Influenza A virus (A/American coot/Oregon/20589-007/2007(H3N8)),Alphainfluenzavirus influenzae,Fulica americana,8,8,0,0
27424,Influenza A virus (A/mallard/Oregon/44221-105/2006(H3N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27425,Influenza A virus (A/mallard/Washington/44242-124/2006(H3N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27426,Influenza A virus (A/mallard/Washington/44242-144/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27427,Influenza A virus (A/mallard/Washington/44242-264/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27428,Influenza A virus (A/mallard/Washington/44242-271/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27429,Influenza A virus (A/mallard/Washington/44242-288/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27430,Influenza A virus (A/mallard/Washington/44242-290/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27431,Influenza A virus (A/American green-winged teal/California/44242-906/2007(H7N3)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27432,Influenza A virus (A/northern pintail/Oregon/44249-559/2006(H3N8)),Alphainfluenzavirus influenzae,Anas acuta,8,8,0,0
27433,Influenza A virus (A/northern shoveler/Washington/44249-603/2006(H6N1)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27434,Influenza A virus (A/northern shoveler/Washington/44249-645/2006(H5N2)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27435,Influenza A virus (A/northern shoveler/Washington/44249-664/2006(H7N3)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27436,Influenza A virus (A/northern shoveler/Washington/44249-675/2006(H10N2)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27437,Influenza A virus (A/northern shoveler/Washington/44249-700/2006(H10N1)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27438,Influenza A virus (A/northern shoveler/Washington/44249-731/2006(H10N7)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27439,Influenza A virus (A/northern shoveler/Washington/44249-749/2006(H7N3)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27440,Influenza A virus (A/northern shoveler/Washington/44249-752/2006(H7N3)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27441,Influenza A virus (A/northern shoveler/Washington/44249-765/2006(H10N2)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27442,Influenza A virus (A/northern shoveler/Washington/44249-783/2006(H7N3)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27443,Influenza A virus (A/mallard/Washington/44256-522/2006(H11N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27444,Influenza A virus (A/mallard/Washington/44256-527/2006(H11N9)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27445,Influenza A virus (A/American green-winged teal/California/44287-066/2007(H11N9)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27446,Influenza A virus (A/duck/Shimane/83/2006(H7N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27447,Influenza A virus (A/duck/Shimane/137/2006(H7N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,1,1,0,0
27448,Influenza A virus (A/duck/Shimane/18/2006(H7N7)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27449,Influenza A virus (A/duck/Shiga/B149/2007(H7N7)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27450,Influenza A virus (A/chicken/Chile/184240-2/2002(H7N3)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
27451,Influenza A virus (A/chicken/New Jersey/15086-3/1994(H7N3)),Alphainfluenzavirus influenzae,Gallus gallus,5,5,0,0
27452,Influenza A virus (A/chicken/NY/119055-7/2001(H7N2)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
27453,Influenza A virus (A/duck/Tsukuba/30/2007(H7N7)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27454,Influenza A virus (A/duck/Tsukuba/664/2007(H7N7)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27455,Influenza A virus (A/duck/Tsukuba/700/2007(H7N7)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27456,Influenza A virus (A/duck/Tsukuba/922/2008(H7N7)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27457,Influenza A virus (A/duck/Chiba/20/2009(H7N7)),Alphainfluenzavirus influenzae,Anas platyrhynchos,1,1,0,0
27458,Influenza A virus (A/turkey/Minnesota/3689-1551/1981(H5N2)),Alphainfluenzavirus influenzae,Meleagris gallopavo,2,2,0,0
27459,Influenza A virus (A/duck/Shizuoka/40/2002(H5N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27460,Influenza A virus (A/mallard/Miyagi/53/1976(H5N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27461,Influenza A virus (A/duck/Tsukuba/394/2005(H5N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27462,Influenza A virus (A/duck/Tsukuba/419/2005(H5N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,1,1,0,0
27463,Influenza A virus (A/turkey/California/21860/1984(H5N3)),Alphainfluenzavirus influenzae,Meleagris gallopavo,1,1,0,0
27464,Influenza A virus (A/duck/Tsukuba/9/2005(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,1,1,0,0
27465,Influenza A virus (A/duck/Tsukuba/63/2005(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,1,1,0,0
27466,Influenza A virus (A/duck/Tsukuba/168/2005(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27467,Influenza A virus (A/duck/Chiba/1/2006(H5N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27468,Influenza A virus (A/duck/Niigata/514/2006(H5N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27469,Influenza A virus (A/duck/Tsukuba/536/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27470,Influenza A virus (A/duck/Tsukuba/541/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,1,1,0,0
27471,Influenza A virus (A/duck/Shimane/19/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27472,Influenza A virus (A/duck/Shimane/02/2007(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27473,Influenza A virus (A/chicken/Puebla/8623-607/1994(H5N2)),Alphainfluenzavirus influenzae,Gallus gallus,2,2,0,0
27474,Influenza A virus (A/chicken/Queretaro/14588-19/1995(H5N2)),Alphainfluenzavirus influenzae,Gallus gallus,7,7,0,0
27475,Influenza A virus (A/chicken/Texas/298313/2004(H5N2)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
27476,Influenza A virus (A/duck/Niigata/477/2007(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27477,Influenza A virus (A/duck/Niigata/536/2007(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,1,1,0,0
27478,Influenza A virus (A/duck/Niigata/554/2007(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,1,1,0,0
27479,Influenza A virus (A/duck/Tsukuba/189/2008(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,1,1,0,0
27480,Influenza A virus (A/chicken/Shandong/SD0014/2008(H9N2)),Alphainfluenzavirus influenzae,Gallus gallus,2,2,0,0
27481,Avian metaavulavirus 2,Metaavulavirus yucaipaense,Mareca strepera,2,2,0,1
27482,Avian metaavulavirus 2,Metaavulavirus yucaipaense,Turdus migratorius,2,2,0,0
27483,Avian metaavulavirus 2,Metaavulavirus yucaipaense,Crithagra mozambica,1,1,0,0
27484,Avian metaavulavirus 2,Metaavulavirus yucaipaense,Aves,2,2,0,0
27485,Avian metaavulavirus 2,Metaavulavirus yucaipaense,Accipitridae,1,1,0,0
27486,Avian metaavulavirus 2,Metaavulavirus yucaipaense,Fringillidae,5,5,0,1
27487,Avian metaavulavirus 2,Metaavulavirus yucaipaense,Phasianinae,2,2,0,0
27488,Avian metaavulavirus 2,Metaavulavirus yucaipaense,Passeriformes,1,1,0,0
27489,Influenza A virus (A/chicken/West Bengal/239020/2010(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27490,Influenza A virus (A/chicken/West Bengal/239022/2010(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27491,Influenza A virus (A/chicken/Shandong/C/2009(H9N2)),Alphainfluenzavirus influenzae,Gallus gallus,2,2,0,0
27492,Influenza A virus (A/chicken/British Columbia/NS-01827-4/2004(H7N3)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27493,Influenza A virus (A/mallard/Alaska/44430-088/2008(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27494,Influenza A virus (A/mallard/Alaska/44354-615/2007(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27495,Influenza A virus (A/mallard/Alaska/44183-124/2006(H2N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27496,Influenza A virus (A/mallard/Alaska/44244-050/2006(H3N8)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27497,Influenza A virus (A/mallard/Alaska/44430-283/2008(H3N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,5,5,0,0
27498,Influenza A virus (A/mallard/Alaska/44244-097/2006(H3N8)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27499,Influenza A virus (A/mallard/Alaska/44187-131/2006(H3N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27500,Influenza A virus (A/mallard/Alaska/44187-043/2006(H3N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,5,5,0,0
27501,Influenza A virus (A/mallard/Alaska/44185-043/2006(H3N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27502,Influenza A virus (A/mallard/Alaska/44185-088/2006(H3N8)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27503,Influenza A virus (A/mallard/Alaska/44185-078/2006(H3N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27504,Influenza A virus (A/mallard/Alaska/44430-026/2008(H3N8)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27505,Influenza A virus (A/mallard/Alaska/44187-129/2006(H3N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27506,Influenza A virus (A/mallard/Alaska/44185-044/2006(H3N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,7,7,0,0
27507,Influenza A virus (A/mallard/Alaska/44187-037/2006(H3N8)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27508,Influenza A virus (A/mallard/Alaska/44421-148/2008(H3N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27509,Influenza A virus (A/mallard/Alaska/44185-067/2006(H3N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27510,Influenza A virus (A/mallard/Alaska/44243-071/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27511,Influenza A virus (A/mallard/Alaska/44244-130/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27512,Influenza A virus (A/mallard/Alaska/44244-148/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27513,Influenza A virus (A/mallard/Alaska/44243-097/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27514,Influenza A virus (A/mallard/Alaska/44430-031/2008(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27515,Influenza A virus (A/mallard/Alaska/44430-040/2008(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27516,Influenza A virus (A/mallard/Alaska/44430-148/2008(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27517,Influenza A virus (A/mallard/Alaska/44244-010/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27518,Influenza A virus (A/mallard/Alaska/44354-830/2007(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27519,Influenza A virus (A/mallard/Alaska/44243-016/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27520,Influenza A virus (A/mallard/Alaska/44243-025/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27521,Influenza A virus (A/mallard/Alaska/44244-158/2006(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27522,Influenza A virus (A/mallard/Alaska/44430-193/2008(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27523,Influenza A virus (A/mallard/Alaska/44354-831/2007(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27524,Influenza A virus (A/mallard/Alaska/44300-075/2007(H7N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27525,Influenza A virus (A/mallard/Alaska/44430-052/2008(H7N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27526,Influenza A virus (A/mallard/Alaska/44187-130/2006(H7N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27527,Influenza A virus (A/mallard/Alaska/44430-125/2008(H7N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27528,Influenza A virus (A/mallard/Alaska/44187-114/2006(H10N7)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27529,Influenza A virus (A/mallard/Alaska/44430-056/2008(H11N9)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27530,Influenza A virus (A/mallard/Alaska/44354-665/2007(H12N5)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27531,Influenza A virus (A/mallard/Alaska/44050-056/2006(H12N5)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27532,Influenza A virus (A/chicken/Cambodia/047LC3/2005(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,6,6,0,0
27533,Influenza A virus (A/goose/Cambodia/022b/2005(H5N1)),Alphainfluenzavirus influenzae,Anatidae,5,5,0,0
27534,Influenza A virus (A/duck/Cambodia/D1KP/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,3,3,0,0
27535,Influenza A virus (A/duck/Cambodia/D1KC/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,6,6,0,0
27536,Influenza A virus (A/chicken/West Bengal/80995/2008(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,6,6,0,0
27537,Influenza A virus (A/chicken/West Bengal/81010/2008(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,6,6,0,0
27538,Influenza A virus (A/chicken/West Bengal/81760/2008(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27539,Influenza A virus (A/chicken/West Bengal/106181/2008(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27540,Influenza A virus (A/chicken/West Bengal/100879/2008(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27541,Influenza A virus (A/chicken/West Bengal/82613/2008(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27542,Influenza A virus (A/chicken/West Bengal/162642/2009(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27543,Influenza A virus (A/chicken/West Bengal/170564/2009(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27544,Influenza A virus (A/chicken/West Bengal/155505/2009(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27545,Influenza A virus (A/chicken/West Bengal/193936/2009(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27546,Influenza A virus (A/chicken/West Bengal/142121/2008(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27547,Influenza A virus (A/chicken/West Bengal/148713/2009(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27548,Influenza A virus (A/mallard/Spain/08.00991.3/2005(H7N9)),Alphainfluenzavirus influenzae,Anas platyrhynchos,2,2,0,0
27549,Influenza A virus (A/white stork/Spain/08.00991.7/2006(H11N9)),Alphainfluenzavirus influenzae,Ciconia ciconia,2,2,0,0
27550,Influenza A virus (A/bar-headed goose/Mongolia/X25/2009(H5N1)),Alphainfluenzavirus influenzae,Anser indicus,2,2,0,0
27551,Influenza A virus (A/bar-headed goose/Mongolia/X54/2009(H5N1)),Alphainfluenzavirus influenzae,Anser indicus,1,1,0,0
27552,Influenza A virus (A/common goldeneye/Mongolia/X60/2009(H5N1)),Alphainfluenzavirus influenzae,Bucephala clangula,2,2,0,0
27553,Influenza A virus (A/common goldeneye/Mongolia/X59/2009(H5N1)),Alphainfluenzavirus influenzae,Bucephala clangula,1,1,0,0
27554,Influenza A virus (A/ruddy shelduck/Mongolia/X42/2009(H5N1)),Alphainfluenzavirus influenzae,Tadorna ferruginea,2,2,0,0
27555,Influenza A virus (A/whooper swan/Mongolia/1/2009(H5N1)),Alphainfluenzavirus influenzae,Anas carolinensis,2,2,0,0
27556,Influenza A virus (A/whooper swan/Mongolia/2/2009(H5N1)),Alphainfluenzavirus influenzae,Anas carolinensis,1,1,0,0
27557,Influenza A virus (A/whooper swan/Mongolia/4/2009(H5N1)),Alphainfluenzavirus influenzae,Anas carolinensis,1,1,0,0
27558,Influenza A virus (A/whooper swan/Mongolia/5/2009(H5N1)),Alphainfluenzavirus influenzae,Anas carolinensis,1,1,0,0
27559,Influenza A virus (A/whooper swan/Mongolia/6/2009(H5N1)),Alphainfluenzavirus influenzae,Anas carolinensis,2,2,0,0
27560,Influenza A virus (A/whooper swan/Mongolia/7/2009(H5N1)),Alphainfluenzavirus influenzae,Anas carolinensis,1,1,0,0
27561,Influenza A virus (A/whooper swan/Mongolia/8/2009(H5N1)),Alphainfluenzavirus influenzae,Anas carolinensis,1,1,0,0
27562,Influenza A virus (A/whooper swan/Mongolia/9/2009(H5N1)),Alphainfluenzavirus influenzae,Anas carolinensis,1,1,0,0
27563,Influenza A virus (A/avian/New Jersey/437109/2006(H5N2)),Alphainfluenzavirus influenzae,Aves,7,7,0,0
27564,Influenza A virus (A/chicken/New York/439236/2006(H5N2)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27565,Influenza A virus (A/duck/New York/440409/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27566,Influenza A virus (A/duck/New York/440410/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27567,Influenza A virus (A/chicken/Pennsylvania/446080-7/2006(H5N2)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27568,Influenza A virus (A/avian/New York/448534/2006(H5N2)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27569,Influenza A virus (A/duck/Pennsylvania/465759/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27570,Influenza A virus (A/duck/New York/470179/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27571,Influenza A virus (A/duck/New York/483239/2007(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27572,Influenza A virus (A/duck/New York/484680/2007(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27573,Influenza A virus (A/Guinea fowl/New Jersey/447114/2006(H5N2)),Alphainfluenzavirus influenzae,Numididae,7,7,0,0
27574,Influenza A virus (A/duck/Pennsylvania/467189/2006(H5N9)),Alphainfluenzavirus influenzae,Anatidae,6,6,0,0
27575,Influenza A virus (A/duck/Oregon/459674-3/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27576,Influenza A virus (A/northern pintail/Wisconsin/462764/2006(H5N2)),Alphainfluenzavirus influenzae,Anas acuta,8,8,0,0
27577,Influenza A virus (A/waterfowl/Colorado/462963/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,6,6,0,0
27578,Influenza A virus (A/duck/Michigan/463796-7/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,7,7,0,0
27579,Influenza A virus (A/northern pintail/Iowa/463992/2006(H5N2)),Alphainfluenzavirus influenzae,Anas acuta,8,8,0,0
27580,Influenza A virus (A/mallard/Illinois/464067-5/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,7,7,0,0
27581,Influenza A virus (A/mallard/Wisconsin/464979/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27582,Influenza A virus (A/northern pintail/California/466371/2006(H5N2)),Alphainfluenzavirus influenzae,Anas acuta,7,7,0,0
27583,Influenza A virus (A/American widgeon/Washington/466769/2006(H5N2)),Alphainfluenzavirus influenzae,Mareca americana,7,7,0,0
27584,Influenza A virus (A/Northern shoveler/Utah/466781/2006(H5N2)),Alphainfluenzavirus influenzae,Spatula clypeata,7,7,0,0
27585,Influenza A virus (A/American widgeon/Oregon/467919/2006(H5N2)),Alphainfluenzavirus influenzae,Mareca americana,8,8,0,0
27586,Influenza A virus (A/Northern shoveler/Washington/467923/2006(H5N2)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27587,Influenza A virus (A/green winged teal/Delaware/468157-6/2006(H5N2)),Alphainfluenzavirus influenzae,Anas carolinensis,7,7,0,0
27588,Influenza A virus (A/Northern shoveler/Mississippi/469987-3/2006(H5N2)),Alphainfluenzavirus influenzae,Spatula clypeata,8,8,0,0
27589,Influenza A virus (A/mallard/Mississippi/469988-2/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27590,Influenza A virus (A/northern pintail/California/473046/2006(H5N2)),Alphainfluenzavirus influenzae,Anas acuta,7,7,0,0
27591,Influenza A virus (A/Canada goose/Colorado/473047-2/2006(H5N2)),Alphainfluenzavirus influenzae,Branta canadensis,8,8,0,0
27592,Influenza A virus (A/mallard/Arkansas/473507-13/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,7,7,0,0
27593,Influenza A virus (A/Canada goose/Colorado/474037-5/2006(H5N2)),Alphainfluenzavirus influenzae,Branta canadensis,8,8,0,0
