Species,pathogenID,Host,hostID,Total Count,GenBank Count,RefSeq Count,Completed Count
Psittacine adenovirus 2,1301246,Melopsittacus undulatus,13146,2,2,0,0
Psittacine adenovirus 2,1301246,Platycercus eximius,141282,2,2,0,0
Brazilian penguinpox virus,1291378,Spheniscus magellanicus,37081,7,7,0,0
Fowlpox virus,10261,Spheniscus magellanicus,37081,1,1,0,0
Orthobunyavirus ingwavumaense,3052400,Ardeola grayii,1158920,2,2,0,0
Parrot hepatitis B virus,1128118,Platycercus elegans,269190,1,1,0,1
Parrot hepatitis B virus,1128118,Psittacula eupatria,232655,1,1,0,1
Parrot hepatitis B virus,1128118,Psittacus erithacus,57247,1,1,0,1
Avipoxvirus isolate Hungary,1294100,Gallus gallus,9031,2,2,0,0
Avipoxvirus isolate Hungary,1294100,Crossoptilon auritum,9096,2,2,0,0
Avipoxvirus isolate Hungary,1294100,Aquila heliaca,52410,2,2,0,0
Avipoxvirus isolate Hungary,1294100,Columba livia,8932,6,6,0,0
Avipoxvirus isolate Hungary,1294100,Otis tarda,73107,4,4,0,0
Avipoxvirus isolate Hungary,1294100,Pavo cristatus,9049,2,2,0,0
Avipoxvirus isolate Hungary,1294100,Falco peregrinus,8954,2,2,0,0
Avipoxvirus isolate Hungary,1294100,Falco vespertinus,56351,2,2,0,0
Avipoxvirus isolate Hungary,1294100,Accipiter gentilis,8957,2,2,0,0
Avipoxvirus isolate Hungary,1294100,Buteo buteo,30397,2,2,0,0
Avipoxvirus isolate Hungary,1294100,Parus major,9157,2,2,0,0
Avipoxvirus isolate Hungary,1294100,Aquila chrysaetos,8962,2,2,0,0
Avipoxvirus isolate Hungary,1294100,Gracula religiosa,116992,2,2,0,0
Avipoxvirus isolate Nevada,1294108,Meleagris gallopavo,9103,2,2,0,0
Avipoxvirus isolate Hawaii,462818,Gallus gallus,9031,5,5,0,0
Avipoxvirus isolate Hawaii,462818,Columba livia,8932,2,2,0,0
Avipoxvirus isolate Hawaii,462818,Serinus canaria,9135,12,12,0,0
Avipoxvirus isolate Hawaii,462818,Himatione sanguinea,64801,18,18,0,0
Avipoxvirus isolate Hawaii,462818,Haemorhous mexicanus,30427,5,5,0,0
Avipoxvirus isolate Hawaii,462818,Chasiempis sandwichensis,291285,3,3,0,0
Avipoxvirus isolate Chile,1294095,Polytelis swainsonii,1288897,2,2,0,0
Avipoxvirus isolate Chile,1294095,Serinus canaria,9135,2,2,0,0
Avipoxvirus isolate Georgia,1294099,Columba livia,8932,2,2,0,0
Avipoxvirus isolate South Korea,1294112,Streptopelia orientalis,36243,4,4,0,0
Avipoxvirus isolate South Korea,1294112,Bubo bubo,30461,4,4,0,0
Avipoxvirus isolate Spain,1294113,Otis tarda,73107,2,2,0,0
Avipoxvirus isolate Spain,1294113,Hieraaetus pennatus,70275,4,4,0,0
Avipoxvirus isolate Spain,1294113,Alectoris rufa,9079,4,4,0,0
Avipoxvirus isolate Spain,1294113,Milvus milvus,43518,4,4,0,0
Avipoxvirus isolate Spain,1294113,Circus cyaneus,43466,2,2,0,0
Avipoxvirus isolate Antarctica,1294090,Macronectes giganteus,37057,2,2,0,0
Avipoxvirus isolate Alaska,1294089,Phalacrocorax pelagicus,2723871,2,2,0,0
Avipoxvirus isolate Alaska,1294089,Haliaeetus leucocephalus,52644,4,4,0,0
Avipoxvirus isolate Washington,1294117,Uria aalge,13746,2,2,0,0
Avipoxvirus isolate Washington,1294117,Haemorhous mexicanus,30427,2,2,0,0
Avipoxvirus isolate Midway Islands,1294104,Phoebastria immutabilis,54020,2,2,0,0
Avipoxvirus isolate Argentina,1294091,Spheniscus magellanicus,37081,2,2,0,0
Avipoxvirus isolate Wisconsin,1294119,Cygnus buccinator,48397,4,4,0,0
Avipoxvirus isolate Wisconsin,1294119,Spatula discors,75842,2,2,0,0
Avipoxvirus isolate Wisconsin,1294119,Aythya americana,30385,2,2,0,0
Avipoxvirus isolate Wisconsin,1294119,Aix sponsa,8833,2,2,0,0
Avipoxvirus isolate Wisconsin,1294119,Zenaida macroura,47245,4,4,0,0
Avipoxvirus isolate Wisconsin,1294119,Branta canadensis,8853,4,4,0,0
Avipoxvirus isolate Wisconsin,1294119,Buteo jamaicensis,56263,2,2,0,0
Avipoxvirus isolate Wisconsin,1294119,Anas platyrhynchos,8839,2,2,0,0
Avipoxvirus isolate Wisconsin,1294119,Catharus ustulatus,91951,2,2,0,0
Avipoxvirus isolate Wisconsin,1294119,Spheniscus humboldti,9240,2,2,0,0
Avipoxvirus isolate Wisconsin,1294119,Sturnus vulgaris,9172,2,2,0,0
Avipoxvirus isolate Texas,1294114,Anas fulvigula,75846,2,2,0,0
Avipoxvirus isolate Texas,1294114,Quiscalus quiscula,84782,2,2,0,0
Avipoxvirus isolate Texas,1294114,Quiscalus major,84780,2,2,0,0
Avipoxvirus isolate Texas,1294114,Turdus migratorius,9188,2,2,0,0
Avipoxvirus isolate New York,1294109,Anas platyrhynchos,8839,2,2,0,0
Avipoxvirus isolate New York,1294109,Amazona ochrocephala,151761,2,2,0,0
Avipoxvirus isolate Illinois,1294101,Zenaida macroura,47245,2,2,0,0
Avipoxvirus isolate Illinois,1294101,Junco hyemalis hyemalis,40217,2,2,0,0
Avipoxvirus isolate California,1294094,Zenaida macroura,47245,2,2,0,0
Avipoxvirus isolate California,1294094,Columba livia,8932,2,2,0,0
Avipoxvirus isolate California,1294094,Corvus corax,56781,2,2,0,0
Avipoxvirus isolate California,1294094,Uria aalge,13746,2,2,0,0
Avipoxvirus isolate Florida,1294097,Haliaeetus leucocephalus,52644,6,6,0,0
Avipoxvirus isolate Minnesota,1294105,Haliaeetus leucocephalus,52644,2,2,0,0
Avipoxvirus isolate Utah,1294116,Junco hyemalis hyemalis,40217,2,2,0,0
Avipoxvirus isolate Utah,1294116,Haemorhous mexicanus,30427,2,2,0,0
Avipoxvirus isolate Arizona,1294092,Haemorhous mexicanus,30427,6,6,0,0
Avipoxvirus isolate Arizona,1294092,Colinus virginianus ridgwayi,2542735,2,2,0,0
Avipoxvirus isolate Oregon,1294110,Haemorhous mexicanus,30427,6,6,0,0
Avipoxvirus isolate Washington DC,1294118,Corvus brachyrhynchos,85066,2,2,0,0
Avipoxvirus isolate Galapagos Islands,1294098,Mimus parvulus,245849,2,2,0,0
Avipoxvirus isolate Galapagos Islands,1294098,Camarhynchus pallidus,48878,2,2,0,0
Avipoxvirus isolate Massachusetts,1294103,Corvus brachyrhynchos,85066,2,2,0,0
Avipoxvirus isolate Colorado,1294096,Pica hudsonia,158052,2,2,0,0
Avipoxvirus isolate Maryland,1294102,Corvus brachyrhynchos,85066,2,2,0,0
Avipoxvirus isolate Maryland,1294102,Sturnus vulgaris,9172,4,4,0,0
Avipoxvirus isolate Pennsylvania,1294111,Corvus brachyrhynchos,85066,2,2,0,0
Avipoxvirus isolate Belgium,1294093,Pyrrhula pyrrhula,37607,2,2,0,0
Avipoxvirus isolate Mississippi,1294106,Antigone canadensis,1977160,2,2,0,0
Avipoxvirus isolate Montana,1294107,Leucosticte tephrocotis,217134,2,2,0,0
Alphainfluenzavirus influenzae,2955291,Fringilla montifringilla,36255,8,8,0,8
Circovirus parrot,3047561,Cacatua pastinator,986097,1,1,0,0
Circovirus parrot,3047561,Aprosmictus erythropterus,274068,2,2,0,2
Circovirus parrot,3047561,Amazona amazonica,151758,2,2,0,1
Avipoxvirus VIC-02,1281442,Platycercus elegans,269190,1,1,0,0
Avipoxvirus VIC-08,1281441,Platycercus elegans,269190,1,1,0,0
BeAn 157575 virus,1272938,Pyriglena leucoptera,265639,1,1,0,0
Kannamangalam virus,1272944,Corvus splendens,701737,1,1,0,0
Navarro virus,1272950,Cathartes aura,43455,1,1,0,0
Sunrhavirus sandjimba,2956484,Acrocephalus schoenobaenus,52609,2,2,0,0
Mardivirus columbidalpha1,3050267,Falco peregrinus,8954,2,2,0,0
Mardivirus columbidalpha1,3050267,Buteo buteo,30397,2,2,0,0
Mardivirus columbidalpha1,3050267,Larus argentatus,35669,1,1,0,0
Mardivirus columbidalpha1,3050267,Accipiter gentilis,8957,2,2,0,0
Mardivirus columbidalpha1,3050267,Ardea cinerea,30390,1,1,0,0
Mardivirus columbidalpha1,3050267,Falco tinnunculus,100819,1,1,0,0
Mardivirus columbidalpha1,3050267,Strix aluco,111821,1,1,0,0
Mardivirus columbidalpha1,3050267,Turdus philomelos,127946,1,1,0,0
Avastrovirus 2,1239438,Meleagris gallopavo,9103,11,11,0,0
Metaavulavirus delawarense,3051374,Anas acuta,28680,2,2,0,2
Avipoxvirus BL-2012,1237714,Parus major,9157,1,1,0,0
Avipoxvirus BL-2012,1237714,Prunella modularis,181117,1,1,0,0
Avipoxvirus BL-2012,1237714,Columba palumbus,8934,2,2,0,0
Avipoxvirus BL-2012,1237714,Sturnus vulgaris,9172,1,1,0,0
Avipoxvirus BL-2012,1237714,Columba livia,8932,1,1,0,0
Avipoxvirus BL-2012,1237714,Passer domesticus,48849,1,1,0,0
Cygnet River virus,1151044,Cairina moschata,8855,1,1,0,0
Avipoxvirus TMPV,1259810,Turdus merula,9187,1,1,0,0
Avastrovirus 2,1239438,Columba livia,8932,3,3,0,0
Avastrovirus 1,1239437,Dendrocygna javanica,60182,1,1,0,0
Avastrovirus 1,1239437,Anas crecca,75839,3,3,0,0
Avastrovirus 1,1239437,Spatula clypeata,75838,4,4,0,0
Avastrovirus 1,1239437,Mareca penelope,8838,6,6,0,0
Avastrovirus 2,1239438,Platalea minor,259913,1,1,0,0
Avastrovirus 2,1239438,Tringa nebularia,171270,1,1,0,0
Avastrovirus 1,1239437,Anas acuta,28680,3,3,0,0
Avastrovirus 3,1239439,Mareca penelope,8838,2,2,0,0
Avian leukosis virus,11864,Mareca penelope,8838,3,3,0,0
Avian leukosis virus,11864,Spatula clypeata,75838,1,1,0,0
Avian leukosis virus,11864,Phylloscopus inornatus,56436,1,1,0,0
Metaavulavirus hongkongense,3051372,Calidris ruficollis,272047,1,1,0,1
Circovirus parrot,3047561,Psephotus haematonotus,176047,3,3,0,1
Circovirus parrot,3047561,Cyanoramphus saisseti,2778878,1,1,0,1
Parvovirus AC-2012,1216504,Meleagris gallopavo,9103,2,2,0,0
Parvovirus AC-2012,1216504,Gallus gallus,9031,22,22,0,0
Avipoxvirus strain Elsharqyia_PGPV,1234869,Meleagris gallopavo,9103,1,1,0,0
Paraavulavirus hongkongense,3052593,Alopochen aegyptiaca,30382,1,1,0,1
Psittacid herpesvirus 3,240876,Neopsephotus bourkii,309878,1,1,0,0
Duck flavivirus Anhui/2010,1208385,Cairina moschata,8855,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Nestor notabilis,176057,2,2,0,0
Orthobornavirus alphapsittaciforme,1548713,Amazona xantholora,1209394,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Primolius couloni,178893,1,1,0,0
Avian coronavirus,694014,Spheniscus magellanicus,37081,4,4,0,0
Chicken astrovirus,336959,Anas platyrhynchos,8839,1,1,0,0
Orthoavulavirus javaense,3051375,Anser anser,8843,1,1,0,0
Circovirus parrot,3047561,Cyanoramphus auriceps,114432,8,8,0,8
Alphainfluenzavirus influenzae,2955291,Vanellus vanellus,100859,5,5,0,0
Alphainfluenzavirus influenzae,2955291,Aythya baeri,1177618,8,8,0,0
Small anellovirus,393049,Gallus gallus,9031,6,6,0,0
Farmington virus,1027468,Phasianus colchicus,9054,1,1,0,1
Avipoxvirus FMA-2012,1176578,Meleagris gallopavo,9103,1,1,0,0
Goose adenovirus 5,1170688,Anser anser domesticus,8843,2,2,0,0
Alphainfluenzavirus influenzae,2955291,Gallicrex cinerea,261967,18,18,0,0
Astrovirus CDB-2012,1166568,Numida meleagris,8996,17,17,0,0
Astrovirus CDB-2012,1166568,Meleagris gallopavo,9103,1,1,0,0
Fowl aviadenovirus C,190063,Psittacus erithacus,57247,3,3,0,0
Alphainfluenzavirus influenzae,2955291,Leptoptilos crumeniferus,3150064,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Accipiter nisus,211598,8,8,0,0
Guinea fowl astrovirus,1105348,Numida meleagris,8996,1,1,0,0
Duck hepatitis B virus,12639,Anser anser,8843,5,5,0,0
Orthoavulavirus javaense,3051375,Alectoris chukar,9078,1,1,0,0
Orthoavulavirus javaense,3051375,Phoeniculus purpureus,113189,1,1,0,0
Avipoxvirus penguin/AP/ARG/2007,1133595,Spheniscus magellanicus,37081,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Phalacrocorax carbo,9209,24,24,0,0
Picornavirus chicken/CHK1/USA/2010,990662,Gallus gallus,9031,1,1,0,0
Picornavirus chicken/CHK165/USA/2010,990664,Gallus gallus,9031,1,1,0,0
Picornavirus chicken/CHK168/USA/2010,990665,Gallus gallus,9031,1,1,0,0
Picornavirus chicken/CHK175/USA/2010,990666,Gallus gallus,9031,1,1,0,0
Picornavirus turkey/TRK24/USA/2010,990668,Meleagris gallopavo,9103,1,1,0,0
Picornavirus turkey/TRK90/USA/2010,990669,Meleagris gallopavo,9103,1,1,0,0
Picornavirus turkey/TRK91/USA/2010,990670,Meleagris gallopavo,9103,1,1,0,0
Picornavirus chicken/CHK148/USA/2010,990663,Gallus gallus,9031,1,1,0,0
Picornavirus turkey/TRK22/USA/2010,990667,Meleagris gallopavo,9103,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Cygnus columbianus jankowskii,1450144,8,8,0,0
Alphainfluenzavirus influenzae,2955291,Oenanthe isabellina,358819,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Mergus merganser,8880,10,10,0,0
Alphainfluenzavirus influenzae,2955291,Circus aeruginosus,8964,1,1,0,0
Flavivirus strain CJD05,1095754,Gallus gallus,9031,1,1,0,0
Phasianid herpesvirus 1,1098913,Polyplectron malacense,142660,1,1,0,0
Avian coronavirus,694014,Spatula clypeata,75838,23,23,0,0
Avian coronavirus,694014,Platalea minor,259913,1,1,0,0
Avian coronavirus,694014,Phalacrocorax carbo,9209,12,12,0,0
Avian coronavirus,694014,Ardea cinerea,30390,4,4,0,0
Avian coronavirus,694014,Mareca americana,75832,1,1,0,0
Avian coronavirus,694014,Dendrocygna javanica,60182,1,1,0,0
Avian coronavirus,694014,Ardeola bacchus,188375,9,9,0,0
Alphainfluenzavirus influenzae,2955291,Pica hudsonia,158052,24,24,0,0
Orthoflavivirus usutuense,3048443,Caprimulgus europaeus,111811,2,2,0,0
Orthoflavivirus usutuense,3048443,Streptopelia decaocto,177147,1,1,0,0
Orthoflavivirus usutuense,3048443,Alectoris rufa,9079,1,1,0,0
Duck flavivirus strain YY5,1093105,Anas platyrhynchos,8839,3,3,0,0
Chicken parvovirus Ch_114_10,1090532,Gallus gallus,9031,1,1,0,0
Avastrovirus 2,1239438,Anser anser,8843,1,1,0,0
Metapneumovirus avis,3047384,Columba livia,8932,7,7,0,0
Metapneumovirus avis,3047384,Dendrocygna viduata,8876,1,1,0,0
Metapneumovirus avis,3047384,Neochen jubata,8882,1,1,0,0
Metapneumovirus avis,3047384,Penelope superciliaris,8987,1,1,0,0
Metapneumovirus avis,3047384,Anas bahamensis,75834,3,3,0,0
Flavivirus CJD05/CHN/2010,1086585,Gallus gallus,9031,2,2,0,0
Chicken parvovirus 458/HRV/2010,1081802,Gallus gallus,9031,1,1,0,0
Chicken parvovirus 92/HRV/2009,1081803,Gallus gallus,9031,1,1,0,0
Chicken parvovirus 109/HRV/2009,1081804,Gallus gallus,9031,1,1,0,0
Chicken parvovirus 404/HRV/2010,1081805,Gallus gallus,9031,1,1,0,0
Chicken parvovirus 399/HRV/2010,1081806,Gallus gallus,9031,1,1,0,0
Chicken parvovirus 478/HRV/2010,1081807,Gallus gallus,9031,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Melanitta nigra,198027,18,18,0,0
Alphainfluenzavirus influenzae,2955291,Anastomus oscitans,1706835,40,40,0,0
Alphainfluenzavirus influenzae,2955291,Polysticta stelleri,234623,104,104,0,0
Metaavulavirus yucaipaense,3051368,Meleagris gallopavo,9103,4,4,0,0
Turkey parvovirus Croatia/Munt/2010,1048870,Meleagris gallopavo,9103,1,1,0,0
Chicken parvovirus Cro/Glog/2010,1048871,Gallus gallus,9031,1,1,0,0
Fowlpox virus,10261,Chrysolophus pictus,9089,4,4,0,0
Fowlpox virus,10261,Pavo cristatus,9049,4,4,0,0
Fowlpox virus,10261,Lophura nycthemera,9046,2,2,0,0
Avipoxvirus India/08/2009,1004022,Columba palumbus,8934,2,2,0,0
Avipoxvirus E00/RD,1047191,Passer domesticus,48849,1,1,0,0
Avipoxvirus E00/S5,1047192,Passer domesticus,48849,1,1,0,0
Avipoxvirus E00/U5,1047193,Passer domesticus,48849,1,1,0,0
Avipoxvirus E00/UN,1047194,Passer domesticus,48849,1,1,0,0
Avipoxvirus E00/VS,1047195,Passer domesticus,48849,1,1,0,0
Avipoxvirus ID8501092,1047199,Burhinus oedicnemus,85105,1,1,0,0
Avipoxvirus ID8964,1047201,Fringilla coelebs,37598,1,1,0,0
Avipoxvirus ID2757,1047198,Leptotila rufaxilla,115657,1,1,0,0
Avipoxvirus ID8926,1047200,Loxia curvirostra,64802,1,1,0,0
Avipoxvirus ID9801,1047203,Passer domesticus,48849,1,1,0,0
Avipoxvirus ID2701,1047197,Streptopelia orientalis,36243,1,1,0,0
Avipoxvirus Pat/07,1047205,Periparus ater,156567,1,1,0,0
Avipoxvirus 2A205643,1047190,Chloris chloris,37601,1,1,0,0
Avipoxvirus N624124,1047204,Sylvia atricapilla,48155,1,1,0,0
Avipoxvirus EX8221,1047196,Cyanistes caeruleus,156563,1,1,0,0
Mardivirus gallidalpha2,3050287,Anas platyrhynchos,8839,2,2,0,0
Mardivirus gallidalpha2,3050287,Anas acuta,28680,1,1,0,0
Mardivirus gallidalpha2,3050287,Anas poecilorhyncha,75854,2,2,0,0
Parvovirus partridge/PA147/ITA/2008,995017,Perdix perdix,9052,1,1,0,0
Gammapolyomavirus anseris,1891746,Cairina moschata,8855,2,2,0,2
Orthobornavirus alphapsittaciforme,1548713,Amazona farinosa,151760,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Amazona viridigenalis,229552,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Primolius auricollis,178892,1,1,0,0
Fregata magnificens herpesvirus,576892,Fregata magnificens,37042,1,1,0,0
Birnavirus sp.,41996,Gallus gallus,9031,2,2,0,0
Avipoxvirus pigeon/CAPM V-101/CZE/1965,856735,Columba livia,8932,2,2,0,0
Avipoxvirus canary/PT-44463/Portugal/2010,1006327,Serinus canaria,9135,1,1,0,0
Avipoxvirus Spilornis cheela/Taiwan/2008,1004778,Spilornis cheela,208451,1,1,0,0
Calicivirus chicken/V0013/Bayern/2004,1001627,Gallus gallus,9031,1,1,0,0
Calicivirus chicken/V0027/Bayern/2004,1001628,Gallus gallus,9031,1,1,0,0
Iltovirus psittacidalpha1,3050344,Amazona aestiva,12930,7,7,0,0
Iltovirus psittacidalpha1,3050344,Anodorhynchus hyacinthinus,51900,1,1,0,0
Iltovirus psittacidalpha1,3050344,Eupsittula aurea,51898,4,4,0,0
Iltovirus psittacidalpha1,3050344,Forpus xanthopterygius,345187,1,1,0,0
Iltovirus psittacidalpha1,3050344,Pyrrhura cruentata,311901,1,1,0,0
Iltovirus psittacidalpha1,3050344,Trichoglossus haematodus,176049,1,1,0,0
Iltovirus psittacidalpha1,3050344,Pionites leucogaster,345186,2,2,0,0
Iltovirus psittacidalpha1,3050344,Psittacula krameri,9228,1,1,0,0
Iltovirus psittacidalpha1,3050344,Amazona amazonica,151758,1,1,0,0
Chicken parvovirus Ch5596_7/2010/HUN,881308,Gallus gallus,9031,1,1,0,0
Chicken parvovirus Ch5596_10/2010/HUN,881305,Gallus gallus,9031,1,1,0,0
Chicken parvovirus Ch5596_13/2010/HUN,881306,Gallus gallus,9031,1,1,0,0
Chicken parvovirus Ch5596_18/2010/HUN,881307,Gallus gallus,9031,1,1,0,0
Turkey parvovirus Tu33/2010/HUN,881311,Meleagris gallopavo,9103,1,1,0,0
Turkey parvovirus Tu762/2009/HUN,881312,Meleagris gallopavo,9103,1,1,0,0
Chicken parvovirus Ch1515/2007/HUN,881302,Gallus gallus,9031,1,1,0,0
Chicken parvovirus Ch189/2009/HUN,881303,Gallus gallus,9031,1,1,0,0
Chicken parvovirus Ch538/2009/HUN,881304,Gallus gallus,9031,1,1,0,0
Chicken parvovirus Ch841_3/2009/HUN,881309,Gallus gallus,9031,1,1,0,0
Chicken parvovirus Ch852/2009/HUN,881310,Gallus gallus,9031,1,1,0,0
Chicken parvovirus Ch1514/2007/HUN,881301,Gallus gallus,9031,1,1,0,0
Avipoxvirus HNPV/NZL/2002,986718,Hemiphaga novaeseelandiae,262124,1,1,0,0
Avipoxvirus TNPV6/NZL/2009,986719,Thinornis novaeseelandiae,425654,1,1,0,0
Avipoxvirus PCcPV2/NZL/2007,986720,Philesturnus carunculatus,192213,1,1,0,0
Avipoxvirus TNPV3/NZL/2007,986722,Thinornis novaeseelandiae,425654,1,1,0,0
Avipoxvirus PCcPV1/NZL/2006,986723,Philesturnus carunculatus,192213,1,1,0,0
Avipoxvirus TVPV2/NZL/2008,986724,Tadorna variegata,107024,1,1,0,0
Avipoxvirus HUPV1/NZL/1992,986725,Haematopus unicolor,458153,1,1,0,0
Avipoxvirus PTPV/NZL/2005,986726,Petroica traversi,228564,1,1,0,0
Avipoxvirus TPPV/NZL/2002,986728,Turdus philomelos,127946,1,1,0,0
Avipoxvirus ZLPV1/NZL/2007,986729,Zosterops lateralis,43581,1,1,0,0
Circovirus parrot,3047561,Poicephalus gulielmi massaicus,1702108,7,7,0,5
Alphainfluenzavirus influenzae,2955291,Zoothera dauma,36288,1,1,0,0
Fowlpox virus,10261,Philesturnus carunculatus,192213,1,1,0,0
Fowlpox virus,10261,Thinornis novaeseelandiae,425654,2,2,0,0
Fowlpox virus,10261,Haematopus unicolor,458153,1,1,0,0
Canarypox virus,44088,Thinornis novaeseelandiae,425654,1,1,0,0
Parvovirus USP400-9A/Brazil/2010,984282,Gallus gallus,9031,1,1,0,0
Parvovirus USP400-8A/Brazil/2010,984281,Gallus gallus,9031,1,1,0,0
Parvovirus USP400-4B/Brazil/2010,984280,Gallus gallus,9031,1,1,0,0
Parvovirus USP400-2B/Brazil/2010,984279,Gallus gallus,9031,1,1,0,0
Parvovirus USP371-4/Brazil/2009,984277,Gallus gallus,9031,1,1,0,0
Parvovirus USP371-1/Brazil/2009,984276,Gallus gallus,9031,1,1,0,0
Parvovirus USP369-E/Brazil/2009,984275,Gallus gallus,9031,1,1,0,0
Parvovirus USP369-D/Brazil/2009,984274,Gallus gallus,9031,1,1,0,0
Parvovirus USP391-2/Brazil/2009,984278,Gallus gallus,9031,1,1,0,0
Eastern equine encephalitis virus,11021,Eudocimus albus,371913,6,6,0,0
Megrivirus C,2170006,Meleagris gallopavo,9103,1,1,0,0
Circovirus pigeon,3050342,Gallus gallus,9031,1,1,0,1
Avipoxvirus flamingo/KD09/ZAF,704179,Phoeniconaias minor,704175,1,1,0,0
Common buzzard alphaherpesvirus,690691,Buteo buteo,30397,1,1,0,0
Avian coronavirus,694014,Larus hyperboreus,119637,1,1,0,0
Avian coronavirus,694014,Calidris mauri,279941,1,1,0,0
Avian coronavirus,694014,Branta bernicla,184712,3,3,0,0
Avian coronavirus,694014,Larus glaucescens,119606,1,1,0,0
Avian coronavirus,694014,Calidris ptilocnemis,217132,4,4,0,0
Avian coronavirus,694014,Anser caerulescens,8849,1,1,0,0
Fowl adenovirus HR4,911322,Gallus gallus,9031,1,1,0,0
Fowl adenovirus HR3,911323,Gallus gallus,9031,1,1,0,0
Fowl adenovirus HR2,911324,Gallus gallus,9031,1,1,0,0
Fowl adenovirus HR1,911325,Gallus gallus,9031,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Aechmophorus occidentalis,57236,8,8,0,0
Metaavulavirus yucaipaense,3051368,Turdus migratorius,9188,2,2,0,0
Metaavulavirus yucaipaense,3051368,Crithagra mozambica,1892170,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Amazona oratrix,152276,8,8,0,0
Orthoflavivirus louisense,3052468,Hypocnemis cantator,88175,1,1,0,0
Orthoflavivirus louisense,3052468,Geotrygon montana,115651,1,1,0,0
Orthoflavivirus louisense,3052468,Conopophaga aurita,237657,1,1,0,0
Orthoflavivirus louisense,3052468,Myiobius barbatus,190023,1,1,0,0
Orthoflavivirus louisense,3052468,Philydor erythrocercum,873176,1,1,0,0
Orthoflavivirus louisense,3052468,Gallus gallus,9031,5,5,0,0
Orthoflavivirus louisense,3052468,Saltator maximus,460219,1,1,0,0
Avipoxvirus white-tailed eagle/Hokkaido/JPN/2004,880350,Haliaeetus albicilla,8969,1,1,0,0
Passerivirus A,1511803,Turdus hortulorum,411519,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Pionus menstruus,13214,1,1,0,0
Chicken parvovirus 347/HUN/2008,762506,Gallus gallus,9031,1,1,0,0
Chicken parvovirus 348/HUN/2008,762507,Gallus gallus,9031,1,1,0,0
Chicken parvovirus 528/HUN/2009,762508,Gallus gallus,9031,1,1,0,0
Chicken parvovirus A1/HUN/2009,762509,Gallus gallus,9031,1,1,0,0
Chicken parvovirus ABU/HUN/2009,762510,Gallus gallus,9031,1,1,0,0
Chicken parvovirus B1/HUN/2009,762511,Gallus gallus,9031,1,1,0,0
Orthoavulavirus newyorkense,3051383,Mareca penelope,8838,1,1,0,0
Orthoavulavirus newyorkense,3051383,Anas acuta,28680,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Empidonax alnorum,209618,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Icteria virens,135437,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Piranga ludoviciana,63520,4,4,0,0
Alphainfluenzavirus influenzae,2955291,Catharus ustulatus,91951,6,6,0,0
Alphainfluenzavirus influenzae,2955291,Empidonax difficilis,183525,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Catharus guttatus,9185,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Contopus sordidulus,183522,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Passerella iliaca,44389,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Bombycilla cedrorum,161648,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Catharus fuscescens,159581,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Junco hyemalis,40217,2,2,0,0
Alphainfluenzavirus influenzae,2955291,Regulus satrapa,13245,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Thryomanes bewickii,241536,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Melospiza melodia,44397,1,1,0,0
Fort Morgan virus,48544,Passer domesticus,48849,27,27,0,0
Cyclovirus NG_chicken11,742974,Gallus gallus,9031,1,1,0,0
Cyclovirus NG_chicken12,742975,Gallus gallus,9031,1,1,0,0
Cyclovirus NG_chicken13,742976,Gallus gallus,9031,1,1,0,0
Cyclovirus NG_chicken14,742977,Gallus gallus,9031,1,1,0,0
Cyclovirus NG_chicken15,742978,Gallus gallus,9031,1,1,0,0
Cyclovirus NG_chicken16,742979,Gallus gallus,9031,1,1,0,0
Circovirus NG_chicken17,742980,Gallus gallus,9031,1,1,0,0
Cyclovirus NG_chicken18,742981,Gallus gallus,9031,1,1,0,0
Cyclovirus NG_chicken19,742982,Gallus gallus,9031,1,1,0,0
Cyclovirus NG_chicken2,742983,Gallus gallus,9031,1,1,0,0
Circovirus NG_chicken20,742984,Gallus gallus,9031,1,1,0,0
Circovirus NG_chicken21,742985,Gallus gallus,9031,1,1,0,0
Cyclovirus NG_chicken22,742986,Gallus gallus,9031,1,1,0,0
Cyclovirus NG_chicken23,742987,Gallus gallus,9031,1,1,0,0
