,Species,NCBI Taxon ID,Order,Family,Genus
1115,Duck genomovirus VC17,2781376,Geplafuvirales,Genomoviridae,
1116,Passerine adenovirus 1,2779174,Rowavirales,Adenoviridae,Atadenovirus
1117,Blue tit hepacivirus,2777463,Amarillovirales,Flaviviridae,Hepacivirus
1118,Magpie hepacivirus,2777467,Amarillovirales,Flaviviridae,Hepacivirus
1119,Pelican hepacivirus,2777469,Amarillovirales,Flaviviridae,Hepacivirus
1120,Lonchura striata deltavirus,2766951,,Kolmioviridae,Deltavirus
1121,Mayaro virus,59301,Martellivirales,Togaviridae,Alphavirus
1122,Poecivirus sp.,2759496,Picornavirales,Picornaviridae,Poecivirus
1123,Gyrovirus 6,2583050,,Anelloviridae,Gyrovirus
1124,Antarctic virus 6_I_APBOOTsw001Ad,2761208,,,
1125,Antarctic virus 6_I_APBOOTsw001Ch,2761209,,,
1126,Antarctic virus 1_I_CPGEORsw001Ad,2761173,,,
1127,Antarctic virus 1_I_CPGEORsw002Ad,2761174,,,
1128,Antarctic virus 1_II_CPGEORsw003Ad,2761171,,,
1129,Antarctic virus 1_II_CPGEORsw003Ch,2761172,,,
1130,Antarctic virus 3_I_CPHALFsw004Ad,2761187,,,
1131,Antarctic virus 3_II_CPHALFsw005Ad,2761185,,,
1132,Antarctic virus 3_V_CPHALFsw003Ad,2761188,,,
1133,Antarctic virus 2_I_GPYANKsw001Ad,2761175,,,
1134,Antarctic virus 2_I_GPYANKsw001Ch,2761176,,,
1135,Antarctic virus 2_I_GPYANKsw002Ad,2761177,,,
1136,Antarctic virus 2_I_GPYANKsw003Ad,2761178,,,
1137,Antarctic virus 2_I_GPYANKsw004Ad,2761179,,,
1138,Antarctic virus 3_III_KPSTAsw010Ad,2761180,,,
1139,Antarctic virus 3_III_KPSTAsw014Ch,2761181,,,
1140,Antarctic virus 3_IV_KPSTAsw015Ch,2761186,,,
1141,Antarctic virus 3_III_KPSTAsw016Ch,2761182,,,
1142,Antarctic virus 3_III_KPSTAsw018Ch,2761183,,,
1143,Antarctic virus 3_III_KPSTAsw019Ch,2761184,,,
1144,Antarctic virus 4_I_KPSTAsw001Ad,2761196,,,
1145,Antarctic virus 4_II_KPSTAsw004Ad,2761189,,,
1146,Antarctic virus 4_II_KPSTAsw014Ch,2761190,,,
1147,Antarctic virus 4_II_KPSTAsw015Ch,2761191,,,
1148,Antarctic virus 4_II_KPSTAsw016Ch,2761192,,,
1149,Antarctic virus 4_II_KPSTAsw017Ch,2761193,,,
1150,Antarctic virus 4_II_KPSTAsw018Ch,2761194,,,
1151,Antarctic virus 4_II_KPSTAsw019Ch,2761195,,,
1152,Antarctic virus 4_I_KPSTAsw002Ad,2761197,,,
1153,Antarctic virus 4_I_KPSTAsw008Ad,2761198,,,
1154,Antarctic virus 4_I_KPSTAsw009Ad,2761199,,,
1155,Antarctic virus 4_I_KPSTAsw010Ad,2761200,,,
1156,Antarctic virus 5_I_KPSTAsw001Ad,2761201,,,
1157,Antarctic virus 5_I_KPSTAsw002Ad,2761202,,,
1158,Antarctic virus 5_I_KPSTAsw004Ad,2761203,,,
1159,Antarctic virus 5_I_KPSTAsw008Ad,2761204,,,
1160,Antarctic virus 5_I_KPSTAsw009Ad,2761205,,,
1161,Antarctic virus 5_I_KPSTAsw018Ch,2761206,,,
1162,Antarctic virus 5_I_KPSTAsw020Ch,2761207,,,
1163,Pacific black duck adeno-associated virus,2759417,Piccovirales,Parvoviridae,Dependoparvovirus
1164,Pacific black duck chaphamaparvovirus 1,2759407,Piccovirales,Parvoviridae,Chaphamaparvovirus
1165,Pacific black duck chaphamaparvovirus,2759406,Piccovirales,Parvoviridae,Chaphamaparvovirus
1166,Pacific black duck aveparvovirus,2759420,Piccovirales,Parvoviridae,Aveparvovirus
1167,Chestnut teal chaphamaparvovirus 1,2759403,Piccovirales,Parvoviridae,Chaphamaparvovirus
1168,Chestnut teal chaphamaparvovirus 2,2759404,Piccovirales,Parvoviridae,Chaphamaparvovirus
1169,Chestnut teal chaphamaparvovirus 3,2759405,Piccovirales,Parvoviridae,Chaphamaparvovirus
1170,Chestnut teal chaphamaparvovirus,2759402,Piccovirales,Parvoviridae,Chaphamaparvovirus
1171,Wood duck chaphamaparvovirus,2759604,Piccovirales,Parvoviridae,Chaphamaparvovirus
1172,Grey teal chaphamaparvovirus,2759408,Piccovirales,Parvoviridae,Chaphamaparvovirus
1173,Chestnut teal aalivirus,2759411,Picornavirales,Picornaviridae,Aalivirus
1174,Chestnut teal megrivirus,2759413,Picornavirales,Picornaviridae,Megrivirus
1175,Chestnut teal sicinivirus-like virus,2759416,Picornavirales,Picornaviridae,Sicinivirus
1176,Pacific black duck sicinivirus-like virus,2759415,Picornavirales,Picornaviridae,Sicinivirus
1177,Pacific black duck aalivirus,2759412,Picornavirales,Picornaviridae,Aalivirus
1178,Pacific black duck anativirus-like virus,2759419,Picornavirales,Picornaviridae,Anativirus
1179,Pacific black duck megrivirus,2592492,Picornavirales,Picornaviridae,Megrivirus
1180,Wood duck megrivirus,2759414,Picornavirales,Picornaviridae,Megrivirus
1181,Adenoviridae sp.,2558248,Rowavirales,Adenoviridae,
1182,Retroviridae sp.,2681591,Ortervirales,Retroviridae,
1183,Duck hepacivirus,2590836,Amarillovirales,Flaviviridae,Hepacivirus
1184,Avipoxvirus 1130,2744857,Chitovirales,Poxviridae,Avipoxvirus
1185,Owl adenovirus Aichi10341,2728828,Rowavirales,Adenoviridae,Aviadenovirus
1186,Chicken circovirus 2,2735304,Cirlivirales,Circoviridae,Circovirus
1187,Chicken circovirus 3,2735305,Cirlivirales,Circoviridae,Circovirus
1188,Psittacine siadenovirus 1,2737672,Rowavirales,Adenoviridae,Siadenovirus
1189,Onychoprion fuscatus alphaherpesvirus 1,2737701,Herpesvirales,Orthoherpesviridae,
1190,Corvid orthoreovirus,2737667,Reovirales,Spinareoviridae,Orthoreovirus
1191,Chatham orthoreovirus,2737666,Reovirales,Spinareoviridae,Orthoreovirus
1192,Psittacid herpesvirus 3,240876,Herpesvirales,,
1193,Avipoxvirus Japanese cormorant/Yamanashi/2017,2734904,Chitovirales,Poxviridae,Avipoxvirus
1194,Avipoxvirus Japanese cormorant/Yamanashi/2019,2734905,Chitovirales,Poxviridae,Avipoxvirus
1195,Circoviridae sp.,1954248,Cirlivirales,Circoviridae,
1196,Hepeviridae sp.,2715178,Hepelivirales,Hepeviridae,
1197,Weivirus-like virus sp.,2715103,,,
1198,Parvovirus NIH-CQV,1341019,Piccovirales,Parvoviridae,
1199,Chapparvovirus sp.,2448649,Piccovirales,Parvoviridae,Chapparvovirus
1200,Phlebovirus toscanaense,3052686,Bunyavirales,Phenuiviridae,Phlebovirus
1201,Gentoo penguin virus,2707191,Nidovirales,Coronaviridae,Deltacoronavirus
1202,Shackleton virus,2707265,,,
1203,Amundsen virus,2707192,,,
1204,Wendell virus,2707281,,,
1205,Oates virus,2707247,,,
1206,Scott virus,2707261,,,
1207,Ross virus,2707258,,,
1208,Shirase virus,2707267,,,
1209,Mawson virus,2707241,,,
1210,Wilkes virus,2707282,,,
1211,Hilary virus,2707225,,,
1212,Schouten virus,2707260,,,
1213,Gerritsz virus,2707222,,,
1214,Tyabin virus,2707276,,,
1215,Driatsky virus,2707213,,,
1216,Mott virus,2707244,,,
1217,Somov virus,2707269,,,
1218,Rymill virus,2707259,,,
1219,Ellsworth virus,2707217,,,
1220,Nordenskjold virus,2707245,,,
1221,Smith virus,2707268,,,
1222,Halley virus,2707223,,,
1223,Vespucci virus,2707279,,,
1224,Kagge virus,2707226,,,
1225,Raina virus,2707255,,,
1226,Stroud virus,2707270,,,
1227,Petrov virus,2707251,,,
1228,Maksutov virus,2707239,,,
1229,Dubrovin virus,2707215,,,
1230,Treshnikov virus,2707274,,,
1231,Luncke virus,2707236,,,
1232,Dralkin virus,2707212,,,
1233,Tolstikov virus,2707273,,,
1234,Tarbeyev virus,2707271,,,
1235,Serdyukov virus,2707264,,,
1236,Kornilov virus,2707229,,,
1237,Sedov virus,2707262,,,
1238,Fuchs virus,2707220,,,
1239,Bruce virus,2707201,,,
1240,Balleny virus,2707195,,,
1241,Ptolmey virus,2707254,,,
1242,Ui-te-Rangiora virus,2707277,,,
1243,de Kerguelen virus,2707286,,,
1244,Magellan virus,2707238,,,
1245,Coelho virus,2707206,,,
1246,Palmer virus,2707250,,,
1247,Shelvocke virus,2707266,,,
1248,Artemyev virus,2707193,,,
1249,Korotkevich virus,2707230,,,
1250,Lawrence virus,2707234,,,
1251,Krenkel virus,2707231,,,
1252,Averyanov virus,2707194,,,
1253,Khabarov virus,2707228,,,
1254,Bardin virus,2707196,,,
1255,Ketchum virus,2707227,,,
1256,Mella virus,2707242,,,
1257,Cope virus,2707209,,,
1258,Cooper virus,2707208,,,
1259,Tunzelmann virus,2707275,,,
1260,O'Leary virus,2707246,,,
1261,Marr virus,2707240,,,
1262,Halvorsen virus,2707224,,,
1263,Charcot virus,2707204,,,
1264,Biscoe virus,2707198,,,
1265,le Maire virus,2707290,,,
1266,la Roche virus,2707289,,,
1267,d'Urville virus,2707283,,,
1268,de Lozier virus,2707287,,,
1269,Varley virus,2707278,,,
1270,Telmo virus,2707272,,,
1271,Cook virus,2707207,,,
1272,Davis virus,2707210,,,
1273,Bransfield virus,2707200,,,
1274,Bellingshausen virus,2707197,,,
1275,Senko virus,2707263,,,
1276,Riiser virus,2707256,,,
1277,Christensen virus,2707205,,,
1278,Ousland virus,2707249,,,
1279,Dryglaski virus,2707214,,,
1280,Larsen virus,2707233,,,
1281,Borchgrevink virus,2707199,,,
1282,de Gerlache virus,2707285,,,
1283,Kyst virus,2707232,,,
1284,Byrd virus,2707203,,,
1285,Filchner virus,2707219,,,
1286,Dundee virus,2707216,,,
1287,Powell virus,2707253,,,
1288,Lazarev virus,2707235,,,
1289,de Castilla virus,2707284,,,
1290,de Nodal virus,2707288,,,
1291,Drake virus,2707211,,,
1292,Ostrekin virus,2707248,,,
1293,Chicken virus mg4_280,2720902,,,
1294,Chicken virus mg4_657,2720903,,,
1295,Chicken virus mg4_1578,2720900,,,
1296,Chicken virus mg4_2302,2720901,,,
1297,Chicken virus mg5_2197,2720905,,,
1298,Chicken virus mg5_2676,2720906,,,
1299,Chicken virus mg6_2056,2720909,,,
1300,Chicken virus mg8_273,2720912,,,
1301,Chicken virus mg7_41u,2720910,,,
1302,Chicken virus mg5_1345,2720904,,,
1303,Chicken virus mg6_1197,2720908,,,
1304,Chicken virus mg7_59,2720911,,,
1305,Chicken virus mg8_324,2720913,,,
1306,Chicken cyclovirus mg4_1122,2720954,Cirlivirales,Circoviridae,Cyclovirus
1307,Chicken cyclovirus mg5_2967,2720955,Cirlivirales,Circoviridae,Cyclovirus
1308,Chicken cyclovirus mg7_102,2720956,Cirlivirales,Circoviridae,Cyclovirus
1309,Chicken genomovirus mg2_75,2720938,Geplafuvirales,Genomoviridae,
1310,Chicken genomovirus mg2_77,2720939,Geplafuvirales,Genomoviridae,
1311,Chicken genomovirus mg4_1107,2720940,Geplafuvirales,Genomoviridae,
1312,Chicken genomovirus mg4_1196,2720943,Geplafuvirales,Genomoviridae,
1313,Chicken genomovirus mg4_1210,2720944,Geplafuvirales,Genomoviridae,
1314,Chicken genomovirus mg4_1259,2720947,Geplafuvirales,Genomoviridae,
1315,Chicken genomovirus mg7_70,2720948,Geplafuvirales,Genomoviridae,
1316,Chicken genomovirus mg7_74,2720950,Geplafuvirales,Genomoviridae,
1317,Chicken genomovirus mg8_416,2720953,Geplafuvirales,Genomoviridae,
1318,Chicken genomovirus mg2_274u,2720937,Geplafuvirales,Genomoviridae,
1319,Chicken smacovirus mg2_55,2720957,Cremevirales,Smacoviridae,
1320,Chicken smacovirus mg5_1444,2720963,Cremevirales,Smacoviridae,
1321,Chicken smacovirus mg6_1052,2720964,Cremevirales,Smacoviridae,
1322,Chicken smacovirus mg7_57,2720965,Cremevirales,Smacoviridae,
1323,Chicken smacovirus mg8_345,2720967,Cremevirales,Smacoviridae,
1324,Sylvia atricapilla herpesvirus,2717890,Herpesvirales,,
1325,Cyanistes caeruleus herpesvirus,2717889,Herpesvirales,,
1326,Duck adenovirus,2233537,Rowavirales,Adenoviridae,Aviadenovirus
1327,Budgerigar adenovirus 1,608831,Rowavirales,Adenoviridae,Siadenovirus
1328,Avipoxvirus Japanese cormorant/Iwakuni/2017,2582417,Chitovirales,Poxviridae,Avipoxvirus
1329,Avipoxvirus Japanese cormorant/Miyoshi/2017,2582418,Chitovirales,Poxviridae,Avipoxvirus
1330,Parvovirus AH0225,2712699,Piccovirales,Parvoviridae,
1331,RNA virus hoopoe/BBanka01/2015/HUN,2711208,,,
1332,Orthoflavivirus loupingi,3048184,Amarillovirales,Flaviviridae,Orthoflavivirus
1333,Cyvirus cyprinidallo3,3050271,Herpesvirales,Alloherpesviridae,Cyvirus
1334,Chimney swift adenovirus 1,2510842,Rowavirales,Adenoviridae,
1335,Pygoscepivirus A,2846013,Picornavirales,Picornaviridae,Pygoscepivirus
1336,Duck parvovirus NM4,1962258,Piccovirales,Parvoviridae,
1337,Tropical screech owl adenovirus 1,2691032,Rowavirales,Adenoviridae,Atadenovirus
1338,Smooth billed ani adenovirus 1,2691031,Rowavirales,Adenoviridae,Aviadenovirus
1339,Chicken circovirus 4,2682574,Cirlivirales,Circoviridae,Circovirus
1340,Chicken circovirus 5,2681776,Cirlivirales,Circoviridae,Circovirus
1341,Magpiepox virus,2670734,Chitovirales,Poxviridae,Avipoxvirus
1342,Murine mastadenovirus B,1146873,Rowavirales,Adenoviridae,Mastadenovirus
1343,Mason Creek virus,2651593,Bunyavirales,Peribunyaviridae,
1344,Buffalo Bayou virus,2651592,Bunyavirales,Hantaviridae,Orthohantavirus
1345,Bald eagle hepacivirus,2654971,Amarillovirales,Flaviviridae,Hepacivirus
1346,Estrildidae adenovirus 2,2609083,Rowavirales,Adenoviridae,Siadenovirus
1347,Estrildidae adenovirus 1,2609082,Rowavirales,Adenoviridae,Atadenovirus
1348,Gouldian finch adenovirus 1,1391178,Rowavirales,Adenoviridae,Siadenovirus
1349,Brazilian bird anellovirus type 1,2604331,,Anelloviridae,
1350,Brazilian bird anellovirus type 2,2604332,,Anelloviridae,
1351,Brazilian bird anellovirus type 3,2604333,,Anelloviridae,
1352,Chaphamaparvovirus avian1,3059863,Piccovirales,Parvoviridae,Chaphamaparvovirus
1353,Dependoparvovirus avian2,3059966,Piccovirales,Parvoviridae,Dependoparvovirus
1354,Norwalk virus,11983,Picornavirales,Caliciviridae,Norovirus
1355,Duck calicivirus 2,2605442,Picornavirales,Caliciviridae,
1356,Gull metapneumovirus,2605443,Mononegavirales,Pneumoviridae,Metapneumovirus
1357,Gull coronavirus,2605444,Nidovirales,Coronaviridae,
1358,Duck picornavirus duck/FC22/China/2017,2602416,Picornavirales,Picornaviridae,
1359,Red-necked stint avastrovirus,2592512,Stellavirales,Astroviridae,Avastrovirus
1360,Red-necked stint gallivirus,2592516,Picornavirales,Picornaviridae,Gallivirus
1361,Red-necked stint Picornavirus B-like,2592520,Picornavirales,Picornaviridae,
1362,Avian coronavirus MW05,2724194,Nidovirales,Coronaviridae,Deltacoronavirus
1363,Sharp-tailed sandpiper Picornavirus B-like,2592521,Picornavirales,Picornaviridae,
1364,Red-capped plover megrivirus,2592494,Picornavirales,Picornaviridae,Megrivirus
1365,Grey teal calicivirus,2592487,Picornavirales,Caliciviridae,
1366,Grey teal parvovirus,2592488,Piccovirales,Parvoviridae,
1367,Grey teal picobirnavirus X,2592489,Durnavirales,Picobirnaviridae,
1368,Grey teal picobirnavirus y,2592491,Durnavirales,Picobirnaviridae,
1369,Grey teal picobirnavirus Z,2592490,Durnavirales,Picobirnaviridae,
1370,Australian shelduck avian sapelovirus,2592486,Picornavirales,Picornaviridae,Sapelovirus
1371,Hepatitis B virus,10407,Blubervirales,Hepadnaviridae,Orthohepadnavirus
1372,Pink-eared duck avastrovirus,2592511,Stellavirales,Astroviridae,Avastrovirus
1373,Pink-eared duck calicivirus II,2592510,Picornavirales,Caliciviridae,
1374,Pink-eared duck calicivirus I,2592509,Picornavirales,Caliciviridae,
1375,Pink-eared duck megrivirus,2592493,Picornavirales,Picornaviridae,Megrivirus
1376,Pink-eared duck picobirnavirus,2592517,Durnavirales,Picobirnaviridae,
1377,Pink-eared duck picornavirus,2592518,Picornavirales,Picornaviridae,
1378,Salmonella phage DaR-2019a,2571168,,,Felixounavirus
1379,Salmonella phage DaR-2019b,2571169,,,Felixounavirus
1380,Pernambuco virus,2565395,,,
1381,Pernambuco mycovirus 1,2565399,,,
1382,Pernambuco nodavirus,2565391,Nodamuvirales,Nodaviridae,
1383,Ruddy turnstone astrovirus,2565393,Stellavirales,Astroviridae,
1384,Ruddy turnstone calicivirus,2565394,Picornavirales,Caliciviridae,
1385,Kedah fatal kidney syndrome virus,2576440,Bunyavirales,Peribunyaviridae,Orthobunyavirus
1386,Passerine astrovirus 1,2576226,Stellavirales,Astroviridae,
1387,Passerine astrovirus 2,2576227,Stellavirales,Astroviridae,
1388,Passerine astrovirus 3,2576228,Stellavirales,Astroviridae,
1389,Passerine astrovirus 4,2576229,Stellavirales,Astroviridae,
1390,European roller astrovirus,2565896,Stellavirales,Astroviridae,
1391,Puffin papillomavirus 1,2562557,Zurhausenvirales,Papillomaviridae,
1392,Duck papillomavirus 3,2562546,Zurhausenvirales,Papillomaviridae,
1393,Gull papillomavirus 1,2562547,Zurhausenvirales,Papillomaviridae,
1394,Kittiwake papillomavirus 2,2562551,Zurhausenvirales,Papillomaviridae,
1395,Gull papillomavirus 2,2562548,Zurhausenvirales,Papillomaviridae,
1396,Gull papillomavirus 3,2562549,Zurhausenvirales,Papillomaviridae,
1397,Kittiwake papillomavirus 1,2562550,Zurhausenvirales,Papillomaviridae,
1398,Kittiwake papillomavirus 3,2562552,Zurhausenvirales,Papillomaviridae,
1399,Kittiwake papillomavirus 4,2562553,Zurhausenvirales,Papillomaviridae,
1400,Kittiwake papillomavirus 5,2562554,Zurhausenvirales,Papillomaviridae,
1401,Kittiwake papillomavirus 6,2562555,Zurhausenvirales,Papillomaviridae,
1402,Kittiwake papillomavirus 7,2562556,Zurhausenvirales,Papillomaviridae,
1403,Chicken circovirus SDWF,2518641,Cirlivirales,Circoviridae,
1404,Blue tit circovirus,2495901,Cirlivirales,Circoviridae,Circovirus
1405,Kammavanpettai virus,2282480,Reovirales,Sedoreoviridae,Orbivirus
1406,Bubo bubo herpesvirus,2489502,Herpesvirales,,
1407,Avihepatovirus sp.,2212748,Picornavirales,Picornaviridae,Avihepatovirus
1408,Avocet calicivirus,2212749,Picornavirales,Caliciviridae,
1409,Avocet megrivirus,2212751,Picornavirales,Picornaviridae,Megrivirus
1410,Avocet picornavirus,2212755,Picornavirales,,
1411,Avocet picornavirus B,2212790,Durnavirales,Picobirnaviridae,
1412,Duck calicivirus,2212758,Picornavirales,Caliciviridae,
1413,Duck rhabdovirus,2212761,Mononegavirales,Rhabdoviridae,
1414,Ruddy turnstone calicivirus A,2212768,Picornavirales,Caliciviridae,
1415,Ruddy turnstone calicivirus B,2212769,Picornavirales,Caliciviridae,
1416,Ruddy turnstone rotavirus,2212774,Reovirales,Sedoreoviridae,Rotavirus
1417,Shelduck calicivirus,2212776,Picornavirales,Caliciviridae,
1418,Shelduck picobirnavirus I,2212779,Durnavirales,Picobirnaviridae,
1419,Shelduck picobirnavirus II,2212780,Durnavirales,Picobirnaviridae,
1420,Shelduck picobirnavirus III,2212781,Durnavirales,Picobirnaviridae,
1421,Shelduck rhabdovirus,2212784,Mononegavirales,Rhabdoviridae,
1422,Etapapillomavirus 1,197771,Zurhausenvirales,Papillomaviridae,Etapapillomavirus
1423,Dalvirus anatis,2844056,,Kolmioviridae,Dalvirus
1424,Avipoxvirus clade C,2320697,Chitovirales,Poxviridae,Avipoxvirus
1425,Hapavirus flanders,1972612,Mononegavirales,Rhabdoviridae,Hapavirus
1426,Balagodu virus,2304618,Bunyavirales,Peribunyaviridae,Orthobunyavirus
1427,Eagle poxvirus,2304054,Chitovirales,Poxviridae,Avipoxvirus
1428,Quail deltacoronavirus,2249315,Nidovirales,Coronaviridae,Deltacoronavirus
1429,Chicken chapparvovirus 1,2109366,Piccovirales,Parvoviridae,
1430,Enterovirus F,1330520,Picornavirales,Picornaviridae,Enterovirus
1431,Venezuelan equine encephalitis virus,11036,Martellivirales,Togaviridae,Alphavirus
1432,Hepatitis E virus,291484,Hepelivirales,Hepeviridae,
1433,Duck parvovirus NM100,1941434,Piccovirales,Parvoviridae,
1434,Sparrow deltacoronavirus,2219863,Nidovirales,Coronaviridae,Deltacoronavirus
1435,Gyrovirus 10,2218660,,Anelloviridae,Gyrovirus
1436,Alphachrysovirus shuangaoense,2560765,Ghabrivirales,Chrysoviridae,Alphachrysovirus
1437,Culex negev-like virus 3,2010275,,,
1438,RNA virus sp.,2217650,,,
1439,Justusliebigvirus phi92,2956041,,,Justusliebigvirus
1440,Griffon vulture papillomavirus,2219104,Zurhausenvirales,Papillomaviridae,Etapapillomavirus
1441,Antarctic picorna-like virus,2184269,Picornavirales,,
1442,Falcon coronavirus UAE-HKU27,2078576,Nidovirales,Coronaviridae,Deltacoronavirus
1443,Houbara coronavirus UAE-HKU28,2078577,Nidovirales,Coronaviridae,Deltacoronavirus
1444,Pigeon coronavirus UAE-HKU29,2078583,Nidovirales,Coronaviridae,Deltacoronavirus
1445,Quail coronavirus UAE-HKU30,2078581,Nidovirales,Coronaviridae,Deltacoronavirus
1446,Strigid herpesvirus 1,2171489,Herpesvirales,Orthoherpesviridae,
1447,Pigeon adenovirus FJ2017,2162686,Rowavirales,Adenoviridae,Aviadenovirus
1448,Chicken gallivirus 1,1534550,Picornavirales,Picornaviridae,Gallivirus
1449,Phacovirus sp.,2108520,Picornavirales,Picornaviridae,
1450,unclassified avian avulavirus strain musk lorikeet/Melbourne/ML22-141263/2014,2115844,Mononegavirales,Paramyxoviridae,
1451,Cacatuid alphaherpesvirus 1,2115842,Herpesvirales,Orthoherpesviridae,
1452,Podargid alphaherpesvirus 1,2115843,Herpesvirales,Orthoherpesviridae,
1453,Circoviridae TaCV1,2094724,Cirlivirales,Circoviridae,
1454,Circoviridae TaCV2,2094725,Cirlivirales,Circoviridae,
1455,Orthobunyavirus gamboaense,3052393,Bunyavirales,Peribunyaviridae,Orthobunyavirus
1456,Neotropic cormorant aviadenovirus,2086357,Rowavirales,Adenoviridae,Aviadenovirus
1457,Neotropic cormorant herpesvirus,2086349,Herpesvirales,Orthoherpesviridae,
1458,Avisivirus AVE052/AsV,2080834,Picornavirales,Picornaviridae,Avisivirus
1459,Crahelivirus A,2734526,Picornavirales,Picornaviridae,Crahelivirus
1460,Chaphamaparvovirus gruiform1,3059865,Piccovirales,Parvoviridae,Chaphamaparvovirus
1461,Chaphamaparvovirus gruiform2,3059866,Piccovirales,Parvoviridae,Chaphamaparvovirus
1462,Chaphamaparvovirus gruiform3,3059867,Piccovirales,Parvoviridae,Chaphamaparvovirus
1463,Chaphamaparvovirus gruiform4,3059868,Piccovirales,Parvoviridae,Chaphamaparvovirus
1464,Rynchops niger coronavirus,1934038,Nidovirales,Coronaviridae,Deltacoronavirus
1465,Anser cygnoides coronavirus,1934040,Nidovirales,Coronaviridae,Deltacoronavirus
1466,unidentified adenovirus,10535,Rowavirales,Adenoviridae,Mastadenovirus
1467,Salmonella phage SP1a,2109652,,Demerecviridae,Tequintavirus
1468,Parechovirus E,2734546,Picornavirales,Picornaviridae,Parechovirus
1469,Kestrel picornavirus,1964371,Picornavirales,Picornaviridae,
1470,Avipoxvirus 2017,2019388,Chitovirales,Poxviridae,Avipoxvirus
1471,Avipoxvirus 3864,2019389,Chitovirales,Poxviridae,Avipoxvirus
1472,Lambdatorquevirus phoci5,3052274,,Anelloviridae,Lambdatorquevirus
1473,Chicken picornavirus UCC13,1839669,Picornavirales,Picornaviridae,
1474,Western equine encephalitis virus,11039,Martellivirales,Togaviridae,Alphavirus
1475,Avastrovirus 1,1239437,Stellavirales,Astroviridae,Avastrovirus
1476,Orthonairovirus bushkeyense,3052510,Bunyavirales,Nairoviridae,Orthonairovirus
1477,Chicken proventriculitis virus,1566005,Picornavirales,Picornaviridae,
1478,Turkey aviadenovirus 2,878330,Rowavirales,Adenoviridae,Aviadenovirus
1479,Orthoflavivirus powassanense,3048287,Amarillovirales,Flaviviridae,Orthoflavivirus
1480,Dnistrovskyi 408 orbivirus,1930308,Reovirales,Sedoreoviridae,Orbivirus
1481,Pigeon adenovirus 2a,1924072,Rowavirales,Adenoviridae,Aviadenovirus
1482,Jingmen toti-like virus 1,1923352,,,
1483,Jingmen birna-like virus,1923347,,,
1484,Jingmen picobirna-like virus 1,1923349,,,
1485,Jingmen bunya-like virus 1,1923348,,,
1486,Jingmen ascaridia virus 1,1923346,,,
1487,Avihepevirus egretti,2955389,Hepelivirales,Hepeviridae,Avihepevirus
1488,Spheniscus humboldti poxvirus,1884826,Chitovirales,Poxviridae,Avipoxvirus
1489,Pigeon adenovirus 2b,1891777,Rowavirales,Adenoviridae,Aviadenovirus
1490,Pigeon adenovirus 3,1891778,Rowavirales,Adenoviridae,Aviadenovirus
1491,Pigeon adenovirus 4,1891779,Rowavirales,Adenoviridae,Aviadenovirus
1492,Pigeon adenovirus 5,1891780,Rowavirales,Adenoviridae,Aviadenovirus
1493,Parechovirus B,1803957,Picornavirales,Picornaviridae,Parechovirus
1494,Human mastadenovirus F,130309,Rowavirales,Adenoviridae,Mastadenovirus
1495,Penguin herpesvirus 1,1615847,Herpesvirales,,
1496,Poecivirus RBNH-12,1871151,Picornavirales,Picornaviridae,
1497,Poecivirus RBNH-929,1871152,Picornavirales,Picornaviridae,
1498,Poecivirus NOCR-848,1871150,Picornavirales,Picornaviridae,
1499,Poecivirus NOCR-674,1871149,Picornavirales,Picornaviridae,
1500,Duck papillomavirus,1867231,Zurhausenvirales,Papillomaviridae,
1501,unidentified Avipoxvirus,1856564,Chitovirales,Poxviridae,Avipoxvirus
1502,Gemycircularvirus furse1,2844444,Geplafuvirales,Genomoviridae,Gemycircularvirus
1503,Avipoxvirus large-billed crow/Asahikawa/Hokkaido/JPN/2008,1656227,Chitovirales,Poxviridae,Avipoxvirus
1504,Penguin herpesvirus 2,1770252,Herpesvirales,Orthoherpesviridae,
1505,Chicken picornavirus,1819751,Picornavirales,Picornaviridae,
1506,Turkey picornavirus,1819752,Picornavirales,Picornaviridae,
1507,Phlebovirus arumowotense,2734439,Bunyavirales,Phenuiviridae,Phlebovirus
1508,Cape sugarbird pox virus,1692171,Chitovirales,Poxviridae,Avipoxvirus
1509,Avipoxvirus flamingo/PT-29021/Portugal/2010,1006326,Chitovirales,Poxviridae,Avipoxvirus
1510,Avipoxvirus chicken/PT-30327/Portugal/2013,1608258,Chitovirales,Poxviridae,Avipoxvirus
1511,Goose-dominant Coronavirus,1649335,Nidovirales,Coronaviridae,
1512,Thalassarchid herpesvirus 1,1770233,Herpesvirales,,
1513,Anativirus B,2734519,Picornavirales,Picornaviridae,Anativirus
1514,Phacovirus BY/PhV,1766560,Picornavirales,Picornaviridae,
1515,Phacovirus GT/PhV,1766563,Picornavirales,Picornaviridae,
1516,Phacovirus TR/PhV,1766566,Picornavirales,Picornaviridae,
1517,Phacovirus NG/PhV,1766564,Picornavirales,Picornaviridae,
1518,Phacovirus VG/PhV,1766567,Picornavirales,Picornaviridae,
1519,Phacovirus CAB/PhV,1766561,Picornavirales,Picornaviridae,
1520,Phacovirus DM/PhV,1766562,Picornavirales,Picornaviridae,
1521,Avipoxvirus Betim 1,1756707,Chitovirales,Poxviridae,Avipoxvirus
1522,Astrovirus black-naped monarch/Cambodia/2010,1752874,Stellavirales,Astroviridae,
